" ""LEA_STATE""",LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_MATHCLASSES_CALC,SCH_MATHCERT_CALC,Total_Calc_enroll_students
GA,GEORGIA,1301830,Dougherty County,00839,Westover High School,130183000839,130183000839,10,10,22
GA,GEORGIA,1301860,Douglas County,00853,Lithia Springs Comprehensive High School,130186000853,130186000853,6,5,76
GA,GEORGIA,1301860,Douglas County,00864,Douglas County High School,130186000864,130186000864,2,1,16
GA,GEORGIA,1301860,Douglas County,01976,Alexander High School,130186001976,130186001976,5,5,130
GA,GEORGIA,1301860,Douglas County,02317,Chapel Hill High School,130186002317,130186002317,1,1,22
GA,GEORGIA,1301860,Douglas County,03689,Youth Villages at Inner Harbour,130186003689,130186003689,1,1,2
GA,GEORGIA,1301860,Douglas County,04034,New Manchester High School,130186004034,130186004034,2,2,16
GA,GEORGIA,1301890,Laurens County,03887,West Laurens High School,130189003887,130189003887,2,1,24
GA,GEORGIA,1301980,Effingham County,00890,Effingham County High School,130198000890,130198000890,2,2,26
GA,GEORGIA,1301980,Effingham County,01594,South Effingham High School,130198001594,130198001594,6,6,66
GA,GEORGIA,1301980,Effingham County,99999,College & Career Academy + STEM,130198099999,130198099999,3,3,46
GA,GEORGIA,1302010,Elbert County,00894,Elbert County High School,130201000894,130201000894,1,1,10
GA,GEORGIA,1302040,Emanuel County,02033,Swainsboro High School,130204002033,130204002033,1,1,2
GA,GEORGIA,1302100,Fannin County,00912,Fannin County High School,130210000912,130210000912,1,1,14
GA,GEORGIA,1302130,Fayette County,01892,McIntosh High School,130213001892,130213001892,6,6,110
GA,GEORGIA,1302130,Fayette County,02165,Starrs Mill High School,130213002165,130213002165,4,4,96
GA,GEORGIA,1302130,Fayette County,02167,Sandy Creek High School,130213002167,130213002167,2,2,26
GA,GEORGIA,1302130,Fayette County,02168,Fayette County High School,130213002168,130213002168,3,3,50
GA,GEORGIA,1302130,Fayette County,02877,Whitewater High School,130213002877,130213002877,3,3,84
GA,GEORGIA,1302190,Floyd County,00937,Coosa High School,130219000937,130219000937,2,2,4
