LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,SCH_MATHCLASSES_ALG2,SCH_MATHCERT_ALG2,NCESSCH,Total_Alg2_enroll_students
CA,CALIFORNIA,0630600,Pittsburg Unified,07821,Black Diamond High (Continuation),063060007821,2,2,063060007821,24
CA,CALIFORNIA,0630660,Placentia-Yorba Linda Unified,04757,El Dorado High,063066004757,9,9,063066004757,313
CA,CALIFORNIA,0630660,Placentia-Yorba Linda Unified,04758,Esperanza High,063066004758,8,8,063066004758,268
CA,CALIFORNIA,0630660,Placentia-Yorba Linda Unified,04773,Valencia High,063066004773,12,12,063066004773,418
CA,CALIFORNIA,0630660,Placentia-Yorba Linda Unified,06103,La Entrada High,063066006103,1,1,063066006103,1
CA,CALIFORNIA,0630660,Placentia-Yorba Linda Unified,08754,Parkview,063066008754,6,1,063066008754,12
CA,CALIFORNIA,0630660,Placentia-Yorba Linda Unified,12429,Yorba Linda High,063066012429,10,10,063066012429,370
CA,CALIFORNIA,0630750,Placer Union High,04781,Colfax High,063075004781,3,3,063075004781,80
CA,CALIFORNIA,0630750,Placer Union High,04782,Del Oro High,063075004782,12,12,063075004782,272
CA,CALIFORNIA,0630750,Placer Union High,04784,Placer High,063075004784,9,9,063075004784,201
CA,CALIFORNIA,0630750,Placer Union High,11002,Foresthill High,063075011002,1,1,063075011002,35
CA,CALIFORNIA,0631170,Plumas Unified,04819,Chester Junior/Senior High,063117004819,3,3,063117004819,50
CA,CALIFORNIA,0631170,Plumas Unified,04821,Greenville Junior/Senior High,063117004821,2,2,063117004821,13
CA,CALIFORNIA,0631170,Plumas Unified,04825,Portola Junior/Senior High,063117004825,2,2,063117004825,61
CA,CALIFORNIA,0631170,Plumas Unified,04827,Quincy Junior/Senior High,063117004827,3,3,063117004827,57
CA,CALIFORNIA,0631170,Plumas Unified,07825,Beckwourth (Jim) High (Continuation),063117007825,1,1,063117007825,1
CA,CALIFORNIA,0631230,Point Arena Joint Union High,04831,Point Arena High,063123004831,2,0,063123004831,35
CA,CALIFORNIA,0631320,Pomona Unified,04840,Fremont Academy of Engineering and Design,063132004840,27,27,063132004840,203
CA,CALIFORNIA,0631320,Pomona Unified,04841,Ganesha High,063132004841,49,49,063132004841,453
CA,CALIFORNIA,0631320,Pomona Unified,04842,Garey High,063132004842,82,82,063132004842,938
CA,CALIFORNIA,0631320,Pomona Unified,04855,Palomares Academy of Health Science,063132004855,12,12,063132004855,97
CA,CALIFORNIA,0631320,Pomona Unified,04856,Park West High (Continuation),063132004856,2,2,063132004856,128
CA,CALIFORNIA,0631320,Pomona Unified,04858,Pomona High,063132004858,55,55,063132004858,594
CA,CALIFORNIA,0631320,Pomona Unified,07136,Diamond Ranch High,063132007136,59,59,063132007136,747
CA,CALIFORNIA,0631320,Pomona Unified,08730,Village Academy High School at Indian Hill,063132008730,14,14,063132008730,141
CA,CALIFORNIA,0631320,Pomona Unified,10247,Pomona Alternative,063132010247,1,1,063132010247,2
CA,CALIFORNIA,0631320,Pomona Unified,12112,School of Extended Educational Options,063132012112,28,28,063132012112,33
CA,CALIFORNIA,0631400,Potter Valley Community Unified,04868,Potter Valley High,063140004868,1,1,063140004868,11
CA,CALIFORNIA,0631530,Poway Unified,04890,Mt. Carmel High,063153004890,11,11,063153004890,283
CA,CALIFORNIA,0631530,Poway Unified,04893,Poway High,063153004893,10,10,063153004893,284
CA,CALIFORNIA,0631530,Poway Unified,10004,Rancho Bernardo High,063153010004,15,15,063153010004,491
CA,CALIFORNIA,0631530,Poway Unified,10632,Westview High,063153010632,13,13,063153010632,449
CA,CALIFORNIA,0631530,Poway Unified,12216,Del Norte High,063153012216,13,13,063153012216,400
CA,CALIFORNIA,0631620,Princeton Joint Unified,04902,Princeton Junior-Senior High,063162004902,1,1,063162004902,21
CA,CALIFORNIA,0631710,Ramona City Unified,04906,Montecito High (Continuation),063171004906,4,0,063171004906,74
CA,CALIFORNIA,0631710,Ramona City Unified,04908,Ramona High,063171004908,12,0,063171004908,352
CA,CALIFORNIA,0631710,Ramona City Unified,08945,Mountain Valley Academy,063171008945,4,0,063171008945,23
CA,CALIFORNIA,0631710,Ramona City Unified,11172,Future Bound Independent Study Secondary,063171011172,2,0,063171011172,10
CA,CALIFORNIA,0632010,Red Bluff Joint Union High,04923,Red Bluff High,063201004923,7,7,063201004923,201
CA,CALIFORNIA,0632010,Red Bluff Joint Union High,04924,Salisbury High (Continuation),063201004924,1,0,063201004924,29
CA,CALIFORNIA,0632040,Redding Elementary,14118,Stellar Charter,063204014118,2,0,063204014118,2
CA,CALIFORNIA,0632070,Redlands Unified,04946,Redlands Senior High,063207004946,15,15,063207004946,431
CA,CALIFORNIA,0632070,Redlands Unified,07268,Redlands East Valley High,063207007268,11,11,063207007268,342
CA,CALIFORNIA,0632070,Redlands Unified,12254,Citrus Valley High,063207012254,12,12,063207012254,385
CA,CALIFORNIA,0632070,Redlands Unified,13458,Redlands eAcademy,063207013458,1,1,063207013458,6
CA,CALIFORNIA,0632270,Reef-Sunset Unified,07335,Avenal High,063227007335,7,7,063227007335,122
CA,CALIFORNIA,0632370,Rialto Unified,01126,Rialto High,063237001126,27,27,063237001126,655
CA,CALIFORNIA,0632370,Rialto Unified,04990,Eisenhower Senior High,063237004990,21,21,063237004990,570
CA,CALIFORNIA,0632370,Rialto Unified,11103,Wilmer Amina Carter High,063237011103,21,21,063237011103,582
CA,CALIFORNIA,0632550,West Contra Costa Unified,05022,El Cerrito High,063255005022,4,4,063255005022,91
CA,CALIFORNIA,0632550,West Contra Costa Unified,05037,John F. Kennedy High,063255005037,4,4,063255005037,56
CA,CALIFORNIA,0632550,West Contra Costa Unified,05052,Pinole Valley High,063255005052,1,1,063255005052,4
CA,CALIFORNIA,0632550,West Contra Costa Unified,05055,Richmond High,063255005055,1,1,063255005055,29
CA,CALIFORNIA,0632550,West Contra Costa Unified,09622,Middle College High,063255009622,7,0,063255009622,41
CA,CALIFORNIA,0632550,West Contra Costa Unified,10198,Vista High (Alternative),063255010198,44,44,063255010198,44
CA,CALIFORNIA,0632610,Rim of the World Unified,05074,Rim of the World Senior High,063261005074,2,2,063261005074,195
CA,CALIFORNIA,0632880,Ripon Unified,05112,Ripon High,063288005112,7,7,063288005112,140
CA,CALIFORNIA,0632880,Ripon Unified,13703,Harvest High,063288013703,1,1,063288013703,4
CA,CALIFORNIA,0633110,River Delta Joint Unified,05123,Delta High,063311005123,2,2,063311005123,33
CA,CALIFORNIA,0633110,River Delta Joint Unified,05125,Rio Vista High,063311005125,2,2,063311005125,59
CA,CALIFORNIA,0633110,River Delta Joint Unified,09429,River Delta High/Elementary (Alternative),063311009429,1,1,063311009429,2
CA,CALIFORNIA,0633150,Riverside Unified,03613,Raincross High (Continuation),063315003613,7,7,063315003613,7
CA,CALIFORNIA,0633150,Riverside Unified,05131,Arlington High,063315005131,12,12,063315005131,366
CA,CALIFORNIA,0633150,Riverside Unified,05148,Abraham Lincoln Continuation,063315005148,1,1,063315005148,1
CA,CALIFORNIA,0633150,Riverside Unified,05154,John W. North High,063315005154,13,13,063315005154,429
CA,CALIFORNIA,0633150,Riverside Unified,05156,Polytechnic High,063315005156,20,16,063315005156,640
CA,CALIFORNIA,0633150,Riverside Unified,05157,Ramona High,063315005157,15,15,063315005157,450
CA,CALIFORNIA,0633150,Riverside Unified,08183,Summit View Independent Study,063315008183,8,8,063315008183,9
CA,CALIFORNIA,0633150,Riverside Unified,08268,Martin Luther King Jr. High,063315008268,27,27,063315008268,806
CA,CALIFORNIA,0633150,Riverside Unified,12176,Riverside Virtual,063315012176,3,3,063315012176,10
CA,CALIFORNIA,0633150,Riverside Unified,13103,Riverside STEM Academy,063315013103,2,2,063315013103,55
CA,CALIFORNIA,0633630,Roseville Joint Union High,03513,Woodcreek High,063363003513,15,15,063363003513,487
CA,CALIFORNIA,0633630,Roseville Joint Union High,05190,Oakmont High,063363005190,15,15,063363005190,455
CA,CALIFORNIA,0633630,Roseville Joint Union High,05191,Roseville High,063363005191,13,13,063363005191,397
CA,CALIFORNIA,0633630,Roseville Joint Union High,06168,Granite Bay High,063363006168,15,15,063363006168,474
CA,CALIFORNIA,0633630,Roseville Joint Union High,10036,Independence High (Alternative),063363010036,2,2,063363010036,16
CA,CALIFORNIA,0633630,Roseville Joint Union High,12310,Antelope High,063363012310,12,12,063363012310,413
CA,CALIFORNIA,0633720,Round Valley Unified,05195,Round Valley High,063372005195,1,1,063372005195,7
CA,CALIFORNIA,0633750,Rowland Unified,05204,John A. Rowland High,063375005204,8,8,063375005204,267
CA,CALIFORNIA,0633750,Rowland Unified,05207,Nogales High,063375005207,10,8,063375005207,257
CA,CALIFORNIA,0633840,Sacramento City Unified,05226,C. K. McClatchy High,063384005226,9,6,063384005226,380
CA,CALIFORNIA,0633840,Sacramento City Unified,05247,Hiram W. Johnson High,063384005247,3,3,063384005247,274
CA,CALIFORNIA,0633840,Sacramento City Unified,05257,John F. Kennedy High,063384005257,8,3,063384005257,459
CA,CALIFORNIA,0633840,Sacramento City Unified,05262,Kit Carson International Academy,063384005262,3,3,063384005262,45
CA,CALIFORNIA,0633840,Sacramento City Unified,05264,Luther Burbank High,063384005264,6,5,063384005264,324
CA,CALIFORNIA,0633840,Sacramento City Unified,06327,Capital City Independent Study,063384006327,1,1,063384006327,20
CA,CALIFORNIA,0633840,Sacramento City Unified,10600,West Campus,063384010600,3,3,063384010600,243
CA,CALIFORNIA,0633840,Sacramento City Unified,11078,Arthur A. Benjamin Health Professions High,063384011078,2,2,063384011078,62
CA,CALIFORNIA,0633840,Sacramento City Unified,11191,Rosemont High,063384011191,5,0,063384011191,333
CA,CALIFORNIA,0633840,Sacramento City Unified,11194,The MET,063384011194,3,0,063384011194,30
CA,CALIFORNIA,0633840,Sacramento City Unified,11195,George Washington Carver School of Arts and Science,063384011195,3,3,063384011195,69
CA,CALIFORNIA,0633840,Sacramento City Unified,11196,New Technology High,063384011196,3,3,063384011196,71
CA,CALIFORNIA,0633840,Sacramento City Unified,12139,School of Engineering & Sciences,063384012139,2,1,063384012139,63
CA,CALIFORNIA,0633860,Saddleback Valley Unified,05296,El Toro High,063386005296,14,11,063386005296,476
CA,CALIFORNIA,0633860,Saddleback Valley Unified,05303,Laguna Hills High,063386005303,11,8,063386005303,298
CA,CALIFORNIA,0633860,Saddleback Valley Unified,05307,Mission Viejo High,063386005307,13,13,063386005307,404
CA,CALIFORNIA,0633860,Saddleback Valley Unified,07199,Virtual Academy High School (Alternative),063386007199,2,2,063386007199,7
CA,CALIFORNIA,0633860,Saddleback Valley Unified,08957,Trabuco Hills High,063386008957,16,16,063386008957,536
CA,CALIFORNIA,0633980,Salinas Union High,04694,Everett Alvarez High,063398004694,18,13,063398004694,605
CA,CALIFORNIA,0633980,Salinas Union High,05332,Alisal High,063398005332,17,17,063398005332,565
CA,CALIFORNIA,0633980,Salinas Union High,05335,North Salinas High,063398005335,13,10,063398005335,446
CA,CALIFORNIA,0633980,Salinas Union High,05336,Salinas High,063398005336,21,21,063398005336,649
CA,CALIFORNIA,0633980,Salinas Union High,12977,El Puente,063398012977,4,4,063398012977,4
CA,CALIFORNIA,0634140,San Benito High,05344,San Benito High,063414005344,21,21,063414005344,611
CA,CALIFORNIA,0634140,San Benito High,08958,San Andreas Continuation High,063414008958,1,1,063414008958,4
CA,CALIFORNIA,0634170,San Bernardino City Unified,05351,Cajon High,063417005351,20,20,063417005351,588
CA,CALIFORNIA,0634170,San Bernardino City Unified,05384,San Bernardino High,063417005384,11,11,063417005384,292
CA,CALIFORNIA,0634170,San Bernardino City Unified,05385,San Gorgonio High,063417005385,14,14,063417005385,366
CA,CALIFORNIA,0634170,San Bernardino City Unified,10049,Pacific High,063417010049,6,6,063417010049,210
CA,CALIFORNIA,0634170,San Bernardino City Unified,10365,Arroyo Valley High,063417010365,17,17,063417010365,489
CA,CALIFORNIA,0634170,San Bernardino City Unified,10366,Middle College High,063417010366,3,3,063417010366,75
CA,CALIFORNIA,0634170,San Bernardino City Unified,13013,Indian Springs High,063417013013,13,12,063417013013,393
CA,CALIFORNIA,0634320,San Diego Unified,02688,Scripps Ranch High,063432002688,19,19,063432002688,545
CA,CALIFORNIA,0634320,San Diego Unified,05434,Clairemont High,063432005434,7,7,063432005434,201
CA,CALIFORNIA,0634320,San Diego Unified,05468,Garfield High,063432005468,5,5,063432005468,68
CA,CALIFORNIA,0634320,San Diego Unified,05479,Henry High,063432005479,21,21,063432005479,567
CA,CALIFORNIA,0634320,San Diego Unified,05482,Hoover High,063432005482,21,21,063432005482,568
CA,CALIFORNIA,0634320,San Diego Unified,05487,John Muir,063432005487,2,0,063432005487,7
CA,CALIFORNIA,0634320,San Diego Unified,05496,La Jolla High,063432005496,12,12,063432005496,352
CA,CALIFORNIA,0634320,San Diego Unified,05509,Madison High,063432005509,9,9,063432005509,242
CA,CALIFORNIA,0634320,San Diego Unified,05520,Mira Mesa High,063432005520,21,21,063432005520,622
CA,CALIFORNIA,0634320,San Diego Unified,05522,Mission Bay High,063432005522,10,10,063432005522,277
CA,CALIFORNIA,0634320,San Diego Unified,05526,Morse High,063432005526,12,12,063432005526,342
CA,CALIFORNIA,0634320,San Diego Unified,05537,Point Loma High,063432005537,17,17,063432005537,484
CA,CALIFORNIA,0634320,San Diego Unified,05539,Riley/New Dawn,063432005539,3,3,063432005539,12
CA,CALIFORNIA,0634320,San Diego Unified,05549,Serra High,063432005549,17,17,063432005549,374
CA,CALIFORNIA,0634320,San Diego Unified,05562,Twain High,063432005562,8,8,063432005562,41
CA,CALIFORNIA,0634320,San Diego Unified,07682,ALBA,063432007682,1,1,063432007682,3
CA,CALIFORNIA,0634320,San Diego Unified,07838,University City High,063432007838,18,18,063432007838,465
CA,CALIFORNIA,0634320,San Diego Unified,08962,San Diego SCPA,063432008962,7,7,063432008962,153
CA,CALIFORNIA,0634320,San Diego Unified,11140,San Diego International Studies,063432011140,23,23,063432011140,427
CA,CALIFORNIA,0634320,San Diego Unified,11143,San Diego Business/Leadership,063432011143,19,19,063432011143,128
CA,CALIFORNIA,0634320,San Diego Unified,11145,Kearny Digital Media & Design,063432011145,5,5,063432011145,119
CA,CALIFORNIA,0634320,San Diego Unified,11146,Kearny SCT,063432011146,5,5,063432011146,101
CA,CALIFORNIA,0634320,San Diego Unified,11147,Kearny College Connections,063432011147,4,4,063432011147,119
CA,CALIFORNIA,0634320,San Diego Unified,11148,Kearny Eng Innov & Design,063432011148,5,5,063432011148,102
CA,CALIFORNIA,0634320,San Diego Unified,11149,Crawford High,063432011149,11,11,063432011149,232
CA,CALIFORNIA,0634320,San Diego Unified,11153,San Diego Science and Technology,063432011153,16,16,063432011153,138
CA,CALIFORNIA,0634320,San Diego Unified,11154,San Diego Metro Career and Tech,063432011154,2,2,063432011154,39
CA,CALIFORNIA,0634320,San Diego Unified,11939,Lincoln High,063432011939,13,13,063432011939,370
CA,CALIFORNIA,0634320,San Diego Unified,12303,East Village High,063432012303,3,3,063432012303,26
CA,CALIFORNIA,0634320,San Diego Unified,12534,iHigh Virtual Academy,063432012534,1,1,063432012534,8
CA,CALIFORNIA,0634380,San Dieguito Union High,05577,San Dieguito High Academy,063438005577,12,12,063438005577,394
CA,CALIFORNIA,0634380,San Dieguito Union High,05578,Sunset High (Continuation),063438005578,4,4,063438005578,4
CA,CALIFORNIA,0634380,San Dieguito Union High,05579,Torrey Pines High,063438005579,16,15,063438005579,520
CA,CALIFORNIA,0634380,San Dieguito Union High,06516,La Costa Canyon High,063438006516,10,10,063438006516,456
CA,CALIFORNIA,0634380,San Dieguito Union High,11396,Canyon Crest Academy,063438011396,7,7,063438011396,194
CA,CALIFORNIA,0634410,San Francisco Unified,01276,Asawa (Ruth) SF Sch of the Arts A Public School,063441001276,6,6,063441001276,71
CA,CALIFORNIA,0634410,San Francisco Unified,03976,Marshall (Thurgood) High,063441003976,7,7,063441003976,81
CA,CALIFORNIA,0634410,San Francisco Unified,05581,Lincoln (Abraham) High,063441005581,21,21,063441005581,470
CA,CALIFORNIA,0634410,San Francisco Unified,05587,Balboa High,063441005587,12,12,063441005587,100
CA,CALIFORNIA,0634410,San Francisco Unified,05602,Downtown High,063441005602,21,21,063441005602,26
CA,CALIFORNIA,0634410,San Francisco Unified,05612,Galileo High,063441005612,23,23,063441005612,418
CA,CALIFORNIA,0634410,San Francisco Unified,05617,Washington (George) High,063441005617,25,25,063441005617,391
CA,CALIFORNIA,0634410,San Francisco Unified,05643,Lowell High,063441005643,41,41,063441005643,1105
CA,CALIFORNIA,0634410,San Francisco Unified,05650,Mission High,063441005650,22,22,063441005650,313
CA,CALIFORNIA,0634410,San Francisco Unified,05653,Wells (Ida B.) High,063441005653,22,22,063441005653,100
CA,CALIFORNIA,0634410,San Francisco Unified,07350,O'Connell (John) High,063441007350,11,11,063441007350,96
CA,CALIFORNIA,0634410,San Francisco Unified,07840,Independence High,063441007840,22,22,063441007840,52
CA,CALIFORNIA,0634410,San Francisco Unified,07845,Wallenberg (Raoul) Traditional High,063441007845,9,9,063441007845,94
CA,CALIFORNIA,0634410,San Francisco Unified,08189,Burton (Phillip and Sala) Academic High,063441008189,16,16,063441008189,209
CA,CALIFORNIA,0634410,San Francisco Unified,11252,Jordan (June) School for Equity,063441011252,3,3,063441011252,40
CA,CALIFORNIA,0634410,San Francisco Unified,12494,S.F. International High,063441012494,10,10,063441012494,102
CA,CALIFORNIA,0634410,San Francisco Unified,12526,Academy (The)- SF @McAteer,063441012526,7,7,063441012526,109
CA,CALIFORNIA,0634425,San Gabriel Unified,03273,Gabrielino High,063442503273,8,8,063442503273,301
CA,CALIFORNIA,0634440,San Jacinto Unified,05692,Mountain View High,063444005692,7,7,063444005692,25
CA,CALIFORNIA,0634440,San Jacinto Unified,05694,San Jacinto High,063444005694,41,41,063444005694,560
CA,CALIFORNIA,0634440,San Jacinto Unified,11034,Mountain Heights Academy,063444011034,6,6,063444011034,13
CA,CALIFORNIA,0634590,San Jose Unified,05696,Abraham Lincoln High,063459005696,15,15,063459005696,494
CA,CALIFORNIA,0634590,San Jose Unified,05716,Gunderson High,063459005716,6,6,063459005716,230
CA,CALIFORNIA,0634590,San Jose Unified,05725,Leland High,063459005725,16,16,063459005725,479
CA,CALIFORNIA,0634590,San Jose Unified,05732,Pioneer High,063459005732,13,13,063459005732,400
CA,CALIFORNIA,0634590,San Jose Unified,05736,San Jose High,063459005736,7,7,063459005736,189
CA,CALIFORNIA,0634590,San Jose Unified,05746,Willow Glen High,063459005746,15,15,063459005746,442
CA,CALIFORNIA,0634620,San Juan Unified,05756,Bella Vista High,063462005756,10,10,063462005756,311
CA,CALIFORNIA,0634620,San Juan Unified,05761,Casa Roble Fundamental High,063462005761,7,7,063462005761,220
CA,CALIFORNIA,0634620,San Juan Unified,05769,Del Campo High,063462005769,6,6,063462005769,186
CA,CALIFORNIA,0634620,San Juan Unified,05776,El Camino Fundamental High,063462005776,7,7,063462005776,205
CA,CALIFORNIA,0634620,San Juan Unified,05778,Encina Preparatory High,063462005778,2,2,063462005778,42
CA,CALIFORNIA,0634620,San Juan Unified,05798,Mesa Verde High,063462005798,4,4,063462005798,126
CA,CALIFORNIA,0634620,San Juan Unified,05799,Mira Loma High,063462005799,6,6,063462005799,164
CA,CALIFORNIA,0634620,San Juan Unified,05812,Rio Americano High,063462005812,7,7,063462005812,232
CA,CALIFORNIA,0634620,San Juan Unified,05817,San Juan High,063462005817,3,3,063462005817,75
CA,CALIFORNIA,0634740,San Lorenzo Valley Unified,02797,SLVUSD Charter,063474002797,2,0,063474002797,12
CA,CALIFORNIA,0634740,San Lorenzo Valley Unified,05865,San Lorenzo Valley High,063474005865,4,4,063474005865,109
CA,CALIFORNIA,0634800,San Luis Coastal Unified,05875,Morro Bay High,063480005875,7,7,063480005875,192
CA,CALIFORNIA,0634800,San Luis Coastal Unified,05880,San Luis Obispo High,063480005880,11,11,063480005880,329
CA,CALIFORNIA,0634860,San Marino Unified,05886,San Marino High,063486005886,10,10,063486005886,238
CA,CALIFORNIA,0634880,San Marcos Unified,05893,San Marcos High,063488005893,34,0,063488005893,641
CA,CALIFORNIA,0634880,San Marcos Unified,11404,Mission Hills High,063488011404,30,0,063488011404,512
CA,CALIFORNIA,0634980,San Mateo Union High,05919,Aragon High,063498005919,11,5,063498005919,392
CA,CALIFORNIA,0634980,San Mateo Union High,05920,Burlingame High,063498005920,15,7,063498005920,444
CA,CALIFORNIA,0634980,San Mateo Union High,05921,Capuchino High,063498005921,6,3,063498005921,209
CA,CALIFORNIA,0634980,San Mateo Union High,05923,Hillsdale High,063498005923,10,6,063498005923,325
CA,CALIFORNIA,0634980,San Mateo Union High,05924,Mills High,063498005924,8,5,063498005924,241
CA,CALIFORNIA,0634980,San Mateo Union High,05926,San Mateo High,063498005926,10,4,063498005926,323
CA,CALIFORNIA,0635070,San Pasqual Valley Unified,05931,San Pasqual Valley High,063507005931,1,1,063507005931,21
CA,CALIFORNIA,0635110,San Rafael City High,05938,San Rafael High,063511005938,6,5,063511005938,175
CA,CALIFORNIA,0635110,San Rafael City High,05941,Terra Linda High,063511005941,11,8,063511005941,232
CA,CALIFORNIA,0635130,San Ramon Valley Unified,05943,California High,063513005943,37,26,063513005943,1078
CA,CALIFORNIA,0635130,San Ramon Valley Unified,05946,Del Amigo High (Continuation),063513005946,1,1,063513005946,30
CA,CALIFORNIA,0635130,San Ramon Valley Unified,05952,Monte Vista High,063513005952,35,31,063513005952,958
CA,CALIFORNIA,0635130,San Ramon Valley Unified,05957,San Ramon Valley High,063513005957,30,16,063513005957,797
CA,CALIFORNIA,0635130,San Ramon Valley Unified,08976,Venture (Alternative),063513008976,3,3,063513008976,25
CA,CALIFORNIA,0635130,San Ramon Valley Unified,11990,Dougherty Valley High,063513011990,19,13,063513011990,625
CA,CALIFORNIA,0635430,Santa Clara Unified,06053,New Valley Continuation High,063543006053,5,5,063543006053,42
CA,CALIFORNIA,0635430,Santa Clara Unified,06055,Adrian Wilcox High,063543006055,23,23,063543006055,124
CA,CALIFORNIA,0635430,Santa Clara Unified,07868,Santa Clara High,063543007868,15,15,063543007868,82
CA,CALIFORNIA,0635430,Santa Clara Unified,08984,Wilson Alternative,063543008984,6,6,063543008984,29
CA,CALIFORNIA,0635430,Santa Clara Unified,12999,Santa Clara Community Day,063543012999,1,1,063543012999,1
CA,CALIFORNIA,0635430,Santa Clara Unified,14067,Mission Early College High,063543014067,1,1,063543014067,11
CA,CALIFORNIA,0635600,Santa Cruz City High,06063,Harbor High,063560006063,4,4,063560006063,128
CA,CALIFORNIA,0635600,Santa Cruz City High,06067,Santa Cruz High,063560006067,9,9,063560006067,84
CA,CALIFORNIA,0635600,Santa Cruz City High,06068,Soquel High,063560006068,7,7,063560006068,223
CA,CALIFORNIA,0635670,Santa Maria Joint Union High,06083,Ernest Righetti High,063567006083,6,6,063567006083,210
CA,CALIFORNIA,0635670,Santa Maria Joint Union High,06084,Santa Maria High,063567006084,10,10,063567006084,332
CA,CALIFORNIA,0635670,Santa Maria Joint Union High,11438,Pioneer Valley High,063567011438,7,7,063567011438,241
CA,CALIFORNIA,0635700,Santa Monica-Malibu Unified,02173,Malibu High,063570002173,6,1,063570002173,137
CA,CALIFORNIA,0635700,Santa Monica-Malibu Unified,06102,Santa Monica High,063570006102,19,2,063570006102,616
CA,CALIFORNIA,0635830,Santa Rosa High,04108,Elsie Allen High,063583004108,7,0,063583004108,193
CA,CALIFORNIA,0635830,Santa Rosa High,06127,Montgomery High,063583006127,8,0,063583006127,231
CA,CALIFORNIA,0635830,Santa Rosa High,06128,Piner High,063583006128,12,0,063583006128,178
CA,CALIFORNIA,0635830,Santa Rosa High,06132,Santa Rosa High,063583006132,10,0,063583006132,225
CA,CALIFORNIA,0635830,Santa Rosa High,06679,Maria Carrillo High,063583006679,8,0,063583006679,216
CA,CALIFORNIA,0635850,Santa Ynez Valley Union High,06136,Santa Ynez Valley Union High,063585006136,6,6,063585006136,133
CA,CALIFORNIA,0636270,Selma Unified,06188,Selma High,063627006188,7,7,063627006188,338
CA,CALIFORNIA,0636390,Sequoia Union High,06194,Carlmont High,063639006194,15,15,063639006194,473
CA,CALIFORNIA,0636390,Sequoia Union High,06195,Menlo-Atherton High,063639006195,14,14,063639006195,405
CA,CALIFORNIA,0636390,Sequoia Union High,06198,Sequoia High,063639006198,12,12,063639006198,407
CA,CALIFORNIA,0636390,Sequoia Union High,06199,Woodside High,063639006199,14,14,063639006199,354
CA,CALIFORNIA,0636390,Sequoia Union High,11431,East Palo Alto Academy,063639011431,3,3,063639011431,56
CA,CALIFORNIA,0636450,Shandon Joint Unified,06203,Shandon High,063645006203,1,1,063645006203,18
CA,CALIFORNIA,0636600,Shasta Union High,06210,Enterprise High,063660006210,9,5,063660006210,234
CA,CALIFORNIA,0636600,Shasta Union High,06213,Shasta High,063660006213,8,8,063660006213,226
CA,CALIFORNIA,0636600,Shasta Union High,07822,Freedom High,063660007822,2,0,063660007822,4
CA,CALIFORNIA,0636600,Shasta Union High,10326,Foothill High,063660010326,7,4,063660010326,205
CA,CALIFORNIA,0636600,Shasta Union High,10676,North State Independence High,063660010676,2,0,063660010676,2
CA,CALIFORNIA,0636600,Shasta Union High,12154,Enterprise Plus,063660012154,1,1,063660012154,7
CA,CALIFORNIA,0636670,Shoreline Unified,06217,Tomales High,063667006217,1,1,063667006217,47
CA,CALIFORNIA,0636780,Sierra-Plumas Joint Unified,06229,Loyalton High,063678006229,1,1,063678006229,22
CA,CALIFORNIA,0636800,Sierra Sands Unified,06232,Burroughs High,063680006232,7,7,063680006232,184
CA,CALIFORNIA,0636805,Sierra Unified,00401,Sierra High,063680500401,3,3,063680500401,63
CA,CALIFORNIA,0636840,Simi Valley Unified,06245,Apollo High,063684006245,2,2,063684006245,11
CA,CALIFORNIA,0636840,Simi Valley Unified,06264,Royal High,063684006264,10,10,063684006264,312
CA,CALIFORNIA,0636840,Simi Valley Unified,06268,Simi Valley High,063684006268,8,8,063684006268,243
CA,CALIFORNIA,0636840,Simi Valley Unified,06815,Santa Susana High,063684006815,6,6,063684006815,186
CA,CALIFORNIA,0636940,Siskiyou Union High,06277,Happy Camp High,063694006277,1,1,063694006277,16
CA,CALIFORNIA,0636940,Siskiyou Union High,06278,McCloud High,063694006278,1,1,063694006278,3
CA,CALIFORNIA,0636940,Siskiyou Union High,06279,Mt. Shasta High,063694006279,3,3,063694006279,67
CA,CALIFORNIA,0636940,Siskiyou Union High,06280,Weed High,063694006280,2,2,063694006280,35
CA,CALIFORNIA,0636970,Snowline Joint Unified,07876,Serrano High,063697007876,7,7,063697007876,174
CA,CALIFORNIA,0636970,Snowline Joint Unified,10370,Eagle Summit Community Day,063697010370,1,1,063697010370,3
CA,CALIFORNIA,0636972,Victor Valley Union High,06461,Silverado High,063697206461,14,14,063697206461,365
CA,CALIFORNIA,0636972,Victor Valley Union High,06778,Goodwill High,063697206778,1,1,063697206778,1
CA,CALIFORNIA,0636972,Victor Valley Union High,06782,Victor Valley High,063697206782,9,9,063697206782,496
CA,CALIFORNIA,0636972,Victor Valley Union High,07281,Cobalt Institute of Math and Science Academy,063697207281,3,3,063697207281,93
CA,CALIFORNIA,0636972,Victor Valley Union High,11114,University Preparatory,063697211114,3,3,063697211114,148
CA,CALIFORNIA,0636972,Victor Valley Union High,12990,Adelanto High,063697212990,8,8,063697212990,200
CA,CALIFORNIA,0637050,Soledad Unified,08225,Soledad High,063705008225,10,7,063705008225,297
CA,CALIFORNIA,0637260,Sonora Union High,06306,Sonora High,063726006306,4,4,063726006306,85
CA,CALIFORNIA,0637260,Sonora Union High,09445,Theodore Bird High,063726009445,1,1,063726009445,3
