LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,SCH_MATHCLASSES_ALG,SCH_MATHCERT_ALG,NCESSCH,Total_Alg1_enroll_students,Total_Alg1_pass_students
ME,MAINE,2302610,Auburn Public Schools,00013,Edward Little High School,230261000013,30,22,230261000013,403,0
ME,MAINE,2302640,Augusta Public Schools,23118,Cony,230264023118,9,9,230264023118,166,128
ME,MAINE,2302730,Baileyville Public Schools,00045,Woodland Jr-Sr High School,230273000045,3,3,230273000045,32,32
ME,MAINE,2302820,Bangor Public Schools,00047,Bangor High School,230282000047,12,7,230282000047,196,168
ME,MAINE,2303150,Biddeford Public Schools,00072,Biddeford High School,230315000072,10,10,230315000072,187,176
ME,MAINE,2303290,Boothbay-Boothbay Hbr CSD,00081,Boothbay Region High School,230329000081,3,3,230329000081,30,27
ME,MAINE,2303510,Brewer Public Schools,00084,Brewer High School,230351000084,11,11,230351000084,159,129
ME,MAINE,2303780,Brunswick Public Schools,00268,Brunswick High School,230378000268,23,14,230378000268,145,136
ME,MAINE,2303870,Calais Public Schools,00074,St Croix Regional Technical Center,230387000074,33,33,230387000074,38,38
ME,MAINE,2303870,Calais Public Schools,00106,Calais Middle/High School,230387000106,5,5,230387000106,59,51
ME,MAINE,2303930,Cape Elizabeth Public Schools,00108,Cape Elizabeth High School,230393000108,5,5,230393000108,46,44
ME,MAINE,2304895,Deer Isle-Stonington CSD,00127,Deer Isle-Stonington High Sch,230489500127,2,2,230489500127,34,52
ME,MAINE,2305280,East Millinocket Public Schools,00134,Schenck High School,230528000134,4,4,230528000134,24,23
ME,MAINE,2305310,Easton Public Schools,00136,Easton Junior-Senior High Sch,230531000136,3,2,230531000136,23,22
ME,MAINE,2305360,Eastport Public Schools,00138,Shead High School,230536000138,1,1,230536000138,19,19
ME,MAINE,2305500,Ellsworth Public Schools,00270,Ellsworth High School,230550000270,6,6,230550000270,85,78
ME,MAINE,2305670,Falmouth Public Schools,00145,Falmouth High School,230567000145,6,6,230567000145,133,131
ME,MAINE,2306060,Gorham Public Schools,00158,Gorham High School,230606000158,10,10,230606000158,109,84
ME,MAINE,2306250,Greenville Public Schools,23138,Greenville Consolidated School,230625023138,1,1,230625023138,10,10
ME,MAINE,2306510,Hermon Public Schools,00281,Hermon High School,230651000281,13,7,230651000281,114,91
ME,MAINE,2306810,Islesboro Public Schools,00171,Islesboro Central School,230681000171,1,1,230681000171,6,6
ME,MAINE,2307140,Kittery Public Schools,00184,Robert W Traip Academy,230714000184,8,5,230714000184,75,72
ME,MAINE,2307320,Lewiston Public Schools,00190,Lewiston High School,230732000190,17,17,230732000190,235,119
ME,MAINE,2307530,Lisbon Public Schools,00202,Lisbon High School,230753000202,6,6,230753000202,64,56
ME,MAINE,2307710,Machias Public Schools,00209,Machias Memorial High School,230771000209,1,1,230771000209,33,32
ME,MAINE,2307800,Madawaska Public Schools,00214,Madawaska Middle/High School,230780000214,4,4,230780000214,26,26
ME,MAINE,2308280,Millinocket Public Schools,00227,Stearns Jr-Sr High School,230828000227,2,2,230828000227,38,36
ME,MAINE,2308400,Moosabec CSD,00920,Jonesport-Beals High School,230840000920,2,2,230840000920,10,10
ME,MAINE,2308500,Mt Desert CSD,00061,Mt Desert Island High School,230850000061,6,4,230850000061,86,80
ME,MAINE,2309930,Portland Public Schools,00269,Deering High School,230993000269,8,8,230993000269,173,140
ME,MAINE,2309930,Portland Public Schools,00284,Portland High School,230993000284,5,5,230993000284,104,91
ME,MAINE,2309930,Portland Public Schools,00603,Casco Bay High School,230993000603,3,3,230993000603,55,50
ME,MAINE,2310500,Sanford Public Schools,00316,Sanford High School,231050000316,14,3,231050000316,224,185
ME,MAINE,2310530,Scarborough Public Schools,00325,Scarborough High School,231053000325,5,5,231053000325,88,78
ME,MAINE,2310590,RSU 11/MSAD 11,00329,Gardiner Area High School,231059000329,12,10,231059000329,200,143
ME,MAINE,2310620,RSU 82/MSAD 12,00337,Forest Hills Consolidated School,231062000337,8,1,231062000337,8,6
ME,MAINE,2310650,RSU 83/MSAD 13,23166,Upper Kennebec Valley Middle/Senior High School,231065023166,1,1,231065023166,11,10
ME,MAINE,2310710,RSU 15/MSAD 15,00346,Gray-New Gloucester High School,231071000346,5,5,231071000346,82,82
ME,MAINE,2310770,RSU 17/MSAD 17,00361,Oxford Hills Comprehensive H S,231077000361,5,5,231077000361,15,14
ME,MAINE,2310860,RSU 79/MSAD 01,00371,Presque Isle High School,231086000371,22,22,231086000371,104,91
ME,MAINE,2310890,RSU 86/MSAD 20,00375,Fort Fairfield Middle/High School,231089000375,4,3,231089000375,20,20
ME,MAINE,2311010,RSU 88/MSAD 24,00396,Van Buren District Secondary Sch,231101000396,3,2,231101000396,21,20
ME,MAINE,2311100,MSAD 27,00405,Fort Kent Community High School,231110000405,5,1,231110000405,56,1
ME,MAINE,2311160,RSU 29/MSAD 29,00416,Houlton High School,231116000416,7,7,231116000416,197,179
ME,MAINE,2311250,RSU 31/MSAD 31,00432,Penobscot Valley High School,231125000432,5,5,231125000432,42,37
ME,MAINE,2311280,RSU 32/MSAD 32,23125,Ashland District School,231128023125,2,2,231128023125,34,27
ME,MAINE,2311310,RSU 33/MSAD 33,00439,Wisdom Middle High School,231131000439,1,1,231131000439,5,3
ME,MAINE,2311370,RSU 35/MSAD 35,00491,Marshwood High School,231137000491,11,11,231137000491,208,190
ME,MAINE,2311430,RSU 37/MSAD 37,00466,Narraguagus High School,231143000466,4,4,231143000466,36,34
ME,MAINE,2311520,RSU 03/MSAD 03,00473,Mt View High School,231152000473,5,5,231152000473,66,57
ME,MAINE,2311550,RSU 40/MSAD 40,00483,Medomak Valley High School,231155000483,6,6,231155000483,82,68
ME,MAINE,2311580,RSU 41/MSAD 41,00493,Penquis Valley High School,231158000493,4,4,231158000493,44,38
ME,MAINE,2311610,RSU 42/MSAD 42,00497,Central Aroostook Jr-Sr H S,231161000497,3,3,231161000497,35,32
ME,MAINE,2311670,RSU 44/MSAD 44,00510,Telstar High School,231167000510,3,3,231167000510,49,45
ME,MAINE,2311700,RSU 45/MSAD 45,00514,Washburn District High School,231170000514,1,1,231170000514,12,12
ME,MAINE,2311730,RSU 80/MSAD 04,23160,Piscataquis Community Secondary School,231173023160,1,1,231173023160,37,30
ME,MAINE,2311790,RSU 06/MSAD 06,00531,Bonny Eagle High School,231179000531,9,4,231179000531,137,86
ME,MAINE,2311820,RSU 07/MSAD 07,00544,North Haven Community School,231182000544,1,0,231182000544,2,2
ME,MAINE,2311850,RSU 08/MSAD 08,00731,Vinalhaven School,231185000731,8,1,231185000731,8,7
ME,MAINE,2312330,South Portland Public Schools,00585,South Portland High School,231233000585,8,8,231233000585,183,183
ME,MAINE,2313350,Waterville Public Schools,00606,Waterville Senior High School,231335000606,4,4,231335000606,41,23
ME,MAINE,2313490,Wells-Ogunquit CSD,00612,Wells High School,231349000612,1,1,231349000612,74,74
ME,MAINE,2313560,Westbrook Public Schools,00623,Westbrook High School,231356000623,10,10,231356000623,157,132
ME,MAINE,2313860,Winslow Schools,00638,Winslow High School,231386000638,3,3,231386000638,30,25
ME,MAINE,2313970,Winthrop Public Schools,00732,Winthrop High School,231397000732,5,3,231397000732,41,41
ME,MAINE,2313980,Wiscasset Public Schools,23146,Wiscasset Middle/High School,231398023146,2,2,231398023146,30,29
ME,MAINE,2314130,York Public Schools,00653,York High School,231413000653,9,9,231413000653,114,109
ME,MAINE,2314160,RSU 52/MSAD 52,00658,Leavitt Area High School,231416000658,10,10,231416000658,74,69
ME,MAINE,2314190,RSU 55/MSAD 55,00667,Sacopee Valley High Sch,231419000667,1,1,231419000667,16,16
ME,MAINE,2314210,RSU 61/MSAD 61,00673,Lake Region High School,231421000673,8,3,231421000673,111,70
ME,MAINE,2314240,RSU 51/MSAD 51,00679,Greely High School,231424000679,12,12,231424000679,114,112
ME,MAINE,2314300,RSU 58/MSAD 58,00686,Mt Abram Regional High School,231430000686,6,0,231430000686,45,0
ME,MAINE,2314330,RSU 49/MSAD 49,00695,Lawrence High School,231433000695,39,2,231433000695,322,182
ME,MAINE,2314440,RSU 64/MSAD 64,00715,Central High School,231444000715,3,3,231444000715,14,14
ME,MAINE,2314530,MSAD 46,00734,Dexter Regional High School,231453000734,3,3,231453000734,49,36
ME,MAINE,2314560,RSU 59/MSAD 59,00998,Madison Area Memorial H S,231456000998,2,2,231456000998,34,34
ME,MAINE,2314590,RSU 54/MSAD 54,00755,Skowhegan Area High School,231459000755,19,19,231459000755,266,244
ME,MAINE,2314610,RSU 53/MSAD 53,00620,SAD #53 Alternative Education,231461000620,1,0,231461000620,1,0
ME,MAINE,2314670,RSU 57/MSAD 57,00775,Massabesic High School,231467000775,20,20,231467000775,171,112
ME,MAINE,2314700,RSU 60/MSAD 60,00512,Noble High School,231470000512,8,0,231470000512,195,175
ME,MAINE,2314762,RSU 70/MSAD 70,23151,Hodgdon Middle/High School,231476223151,3,3,231476223151,38,34
ME,MAINE,2314767,RSU 74/MSAD 74,00954,Carrabec High School,231476700954,4,4,231476700954,40,33
ME,MAINE,2314768,RSU 75/MSAD 75,00819,Mt Ararat High School,231476800819,13,13,231476800819,136,127
ME,MAINE,2314772,RSU 01 - LKRSU,00068,Morse High School,231477200068,5,5,231477200068,91,79
ME,MAINE,2314773,RSU 21,00799,Kennebunk High School,231477300799,6,6,231477300799,124,113
ME,MAINE,2314775,RSU 16,00436,Poland Regional H S,231477500436,5,3,231477500436,119,111
ME,MAINE,2314776,RSU 02,00231,Monmouth Academy,231477600231,4,4,231477600231,43,26
ME,MAINE,2314776,RSU 02,00298,Richmond High School,231477600298,2,2,231477600298,50,49
ME,MAINE,2314776,RSU 02,23162,Hall-Dale Middle and High School,231477623162,6,6,231477623162,89,85
ME,MAINE,2314777,RSU 67,00788,Mattanawcook Academy,231477700788,4,4,231477700788,45,40
ME,MAINE,2314778,RSU 26,00252,Orono High School,231477800252,4,4,231477800252,49,45
ME,MAINE,2314779,RSU 18,00705,Messalonskee High School,231477900705,10,6,231477900705,96,71
ME,MAINE,2314782,RSU 34,00248,Old Town High School,231478200248,6,6,231478200248,99,79
ME,MAINE,2314783,RSU 04,00207,Oak Hill High School,231478300207,9,9,231478300207,101,49
ME,MAINE,2314784,RSU 23,00921,Old Orchard Beach High School,231478400921,2,2,231478400921,29,24
ME,MAINE,2314785,RSU 19,00729,Nokomis Regional High School,231478500729,13,13,231478500729,175,150
ME,MAINE,2314787,RSU 13,23156,Oceanside High School,231478723156,11,11,231478723156,111,103
ME,MAINE,2314788,RSU 38,00234,Maranacook Community High Sch,231478800234,7,7,231478800234,60,60
ME,MAINE,2314789,RSU 05,00149,Freeport High School,231478900149,22,0,231478900149,158,153
ME,MAINE,2314790,RSU 24,00148,Sumner Memorial High School,231479000148,4,0,231479000148,43,43
ME,MAINE,2314791,RSU 20,00768,Searsport District High School,231479100768,3,0,231479100768,22,1
ME,MAINE,2314793,RSU 14,00632,Windham High School,231479300632,5,0,231479300632,75,65
ME,MAINE,2314794,RSU 39,00111,Caribou High School,231479400111,7,7,231479400111,144,125
ME,MAINE,2314795,RSU 10,00303,Mountain Valley High School,231479500303,12,5,231479500303,129,86
ME,MAINE,2314795,RSU 10,01053,Buckfield Jr-Sr High School,231479501053,3,3,231479501053,45,19
ME,MAINE,2314796,RSU 25,00102,Bucksport High School,231479600102,5,5,231479600102,77,72
ME,MAINE,2314803,RSU 78,00291,Rangeley Lakes Regional School,231480300291,1,1,231480300291,8,8
ME,MAINE,2314805,RSU 73,23142,Spruce Mountain High School,231480523142,10,10,231480523142,111,87
ME,MAINE,2314806,RSU 50,00397,Katahdin Middle/High School,231480600397,2,2,231480600397,12,12
ME,MAINE,2314806,RSU 50,00590,So Aroostook School,231480600590,3,3,231480600590,16,16
ME,MAINE,2314807,Cornville Regional Charter School,23164,Cornville Downtown Campus,231480723164,10,10,231480723164,10,10
ME,MAINE,2314808,Maine Academy of Natural Sciences,23134,Maine Academy of Natural Sciences,231480823134,10,10,231480823134,46,46
ME,MAINE,2314809,RSU 09,00549,Mt Blue High School,231480900549,16,14,231480900549,120,96
ME,MAINE,2314812,Baxter Academy for Technology and Science,23141,Baxter Academy for Technology & Science,231481223141,9,9,231481223141,44,32
ME,MAINE,2314815,RSU 22,00387,Hampden Academy,231481500387,5,4,231481500387,68,59
ME,MAINE,2314816,Harpswell Coastal Academy,99999,Harpswell Coastal Academy Div 2,231481699999,3,3,231481699999,52,49
ME,MAINE,2314819,Maine Connections Academy,23145,Maine Connections Academy,231481923145,15,15,231481923145,143,100
ME,MAINE,2314821,Maine Virtual Academy,23147,Maine Virtual Academy,231482123147,1,1,231482123147,59,59
ME,MAINE,2314822,RSU 71,00440,Belfast Area High School,231482200440,6,0,231482200440,91,82
ME,MAINE,2314832,Snow Pond Arts Academy,23155,Snow Pond Arts Academy School,231483223155,2,2,231483223155,28,0
ME,MAINE,2314833,RSU 56,00382,Dirigo High School,231483300382,4,4,231483300382,47,41
MD,MARYLAND,2400002,Maryland School for the Deaf,00001,MARYLAND SCHOOL FOR THE DEAF FREDERICK CAMPUS,240000200001,2,2,240000200001,13,13
MD,MARYLAND,2400027,SEED School of Maryland,01669,The Seed School of Maryland,240002701669,4,4,240002701669,55,40
MD,MARYLAND,2400030,Allegany County Public Schools,00001,Allegany High,240003000001,5,5,240003000001,134,114
MD,MARYLAND,2400030,Allegany County Public Schools,00015,Fort Hill High,240003000015,5,5,240003000015,123,80
MD,MARYLAND,2400030,Allegany County Public Schools,01636,Mountain Ridge High School,240003001636,7,7,240003001636,159,143
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00037,Annapolis High,240006000037,33,21,240006000037,346,301
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00040,Arundel High,240006000040,26,17,240006000040,333,301
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00055,South River High,240006000055,30,14,240006000055,262,234
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00058,Chesapeake High,240006000058,24,20,240006000058,217,146
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00075,Glen Burnie High,240006000075,39,19,240006000075,430,341
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00099,Meade High,240006000099,44,27,240006000099,421,342
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00103,Northeast High,240006000103,23,15,240006000103,239,217
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00109,Old Mill High,240006000109,35,20,240006000109,412,365
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00127,Severna Park High,240006000127,18,12,240006000127,234,225
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00132,Southern High,240006000132,17,9,240006000132,169,139
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00899,Anne Arundel Evening High,240006000899,47,15,240006000899,84,36
MD,MARYLAND,2400060,Anne Arundel County Public Schools,01401,Chesapeake Science Point,240006001401,1,0,240006001401,19,17
MD,MARYLAND,2400060,Anne Arundel County Public Schools,01402,Broadneck High,240006001402,25,18,240006001402,250,221
MD,MARYLAND,2400060,Anne Arundel County Public Schools,01714,Phoenix Academy,240006001714,8,4,240006001714,24,13
MD,MARYLAND,2400060,Anne Arundel County Public Schools,90441,North County High,240006090441,48,24,240006090441,431,376
MD,MARYLAND,2400090,Baltimore City Public Schools,00151,Baltimore Polytechnic Institute,240009000151,10,10,240009000151,155,137
MD,MARYLAND,2400090,Baltimore City Public Schools,00157,Benjamin Franklin High School at Masonville Cove,240009000157,13,13,240009000157,151,78
MD,MARYLAND,2400090,Baltimore City Public Schools,00168,Carver Vocational-Technical High,240009000168,28,27,240009000168,265,147
MD,MARYLAND,2400090,Baltimore City Public Schools,00194,Edmondson-Westside High,240009000194,18,11,240009000194,222,144
MD,MARYLAND,2400090,Baltimore City Public Schools,00203,Forest Park High,240009000203,23,2,240009000203,134,64
MD,MARYLAND,2400090,Baltimore City Public Schools,00209,Frederick Douglass High,240009000209,27,11,240009000209,247,158
MD,MARYLAND,2400090,Baltimore City Public Schools,00236,Achievement Academy @ Harbor City High,240009000236,54,1,240009000236,138,17
MD,MARYLAND,2400090,Baltimore City Public Schools,00280,Mergenthaler Vocational-Technical High,240009000280,27,10,240009000280,439,301
MD,MARYLAND,2400090,Baltimore City Public Schools,00297,Patterson High,240009000297,48,41,240009000297,359,203
MD,MARYLAND,2400090,Baltimore City Public Schools,00298,Paul Laurence Dunbar High,240009000298,9,9,240009000298,155,133
MD,MARYLAND,2400090,Baltimore City Public Schools,00330,Western High,240009000330,19,19,240009000330,283,210
MD,MARYLAND,2400090,Baltimore City Public Schools,01302,ConneXions: A  Community Based Arts School,240009001302,9,0,240009001302,69,45
MD,MARYLAND,2400090,Baltimore City Public Schools,01313,Digital Harbor High School,240009001313,57,32,240009001313,437,221
MD,MARYLAND,2400090,Baltimore City Public Schools,01331,Reginald F. Lewis High School,240009001331,14,4,240009001331,108,46
MD,MARYLAND,2400090,Baltimore City Public Schools,01339,National Academy Foundation,240009001339,12,9,240009001339,129,87
MD,MARYLAND,2400090,Baltimore City Public Schools,01343,Excel Academy @ Francis M. Wood High,240009001343,27,2,240009001343,240,36
MD,MARYLAND,2400090,Baltimore City Public Schools,01381,Academy for College and Career Exploration,240009001381,12,11,240009001381,111,55
MD,MARYLAND,2400090,Baltimore City Public Schools,01385,Vivien T. Thomas Medical Arts Academy,240009001385,23,3,240009001385,129,71
MD,MARYLAND,2400090,Baltimore City Public Schools,01387,Augusta Fells Savage Institute of Visual Arts,240009001387,17,13,240009001387,123,51
MD,MARYLAND,2400090,Baltimore City Public Schools,01391,Baltimore School for the Arts,240009001391,3,1,240009001391,61,55
MD,MARYLAND,2400090,Baltimore City Public Schools,01530,Coppin Academy,240009001530,17,4,240009001530,97,52
MD,MARYLAND,2400090,Baltimore City Public Schools,01531,Renaissance Academy,240009001531,17,17,240009001531,71,44
MD,MARYLAND,2400090,Baltimore City Public Schools,01559,New Era Academy,240009001559,18,0,240009001559,115,52
MD,MARYLAND,2400090,Baltimore City Public Schools,01632,Independence School Local I,240009001632,7,1,240009001632,62,38
MD,MARYLAND,2400090,Baltimore City Public Schools,01659,Friendship Academy of Engineering and Technology,240009001659,12,6,240009001659,76,60
MD,MARYLAND,2400090,Baltimore City Public Schools,01662,Joseph C. Briscoe Academy,240009001662,4,0,240009001662,17,9
MD,MARYLAND,2400090,Baltimore City Public Schools,01663,The Reach! Partnership School,240009001663,23,18,240009001663,174,100
MD,MARYLAND,2400090,Baltimore City Public Schools,01665,K.A.S.A. (Knowledge And Success Academy),240009001665,10,8,240009001665,77,40
MD,MARYLAND,2400090,Baltimore City Public Schools,01675,Bluford Drew Jemison STEM Academy West,240009001675,8,8,240009001675,66,27
MD,MARYLAND,2400090,Baltimore City Public Schools,01678,N.A.C.A. Freedom and Democracy Academy II,240009001678,4,1,240009001678,34,18
MD,MARYLAND,2400090,Baltimore City Public Schools,01682,Baltimore Leadership School for Young Women,240009001682,4,0,240009001682,60,38
MD,MARYLAND,2400090,Baltimore City Public Schools,01690,City Neighbors High School,240009001690,8,6,240009001690,104,86
MD,MARYLAND,2400090,Baltimore City Public Schools,01691,Green Street Academy,240009001691,13,9,240009001691,148,132
MD,MARYLAND,2400090,Baltimore City Public Schools,01703,Baltimore Design School,240009001703,7,7,240009001703,87,62
MD,MARYLAND,2400090,Baltimore City Public Schools,01735,Bard High School Early College,240009001735,9,9,240009001735,110,80
MD,MARYLAND,2400120,Baltimore County Public Schools,00230,George W. Carver Center for Arts & Technology,240012000230,2,2,240012000230,34,30
MD,MARYLAND,2400120,Baltimore County Public Schools,00248,Western School of Technology & Env. Science,240012000248,1,1,240012000248,16,15
MD,MARYLAND,2400120,Baltimore County Public Schools,00355,Catonsville High,240012000355,8,8,240012000355,164,114
MD,MARYLAND,2400120,Baltimore County Public Schools,00362,Chesapeake High,240012000362,14,11,240012000362,238,131
MD,MARYLAND,2400120,Baltimore County Public Schools,00373,Dulaney High,240012000373,5,5,240012000373,123,96
MD,MARYLAND,2400120,Baltimore County Public Schools,00377,Dundalk High,240012000377,15,14,240012000377,309,188
MD,MARYLAND,2400120,Baltimore County Public Schools,00379,Eastern Technical High School,240012000379,1,1,240012000379,9,8
MD,MARYLAND,2400120,Baltimore County Public Schools,00390,Franklin High,240012000390,10,10,240012000390,240,145
MD,MARYLAND,2400120,Baltimore County Public Schools,00412,Kenwood High IB and Sports Science,240012000412,17,15,240012000412,392,187
MD,MARYLAND,2400120,Baltimore County Public Schools,00416,Lansdowne High & Academy of Finance,240012000416,13,11,240012000416,258,146
MD,MARYLAND,2400120,Baltimore County Public Schools,00420,Loch Raven High,240012000420,5,5,240012000420,119,88
MD,MARYLAND,2400120,Baltimore County Public Schools,00432,Milford Mill Academy,240012000432,10,10,240012000432,193,120
MD,MARYLAND,2400120,Baltimore County Public Schools,00436,Catonsville Center for Alternative Studies,240012000436,7,6,240012000436,25,5
MD,MARYLAND,2400120,Baltimore County Public Schools,00438,Overlea High & Academy of Finance,240012000438,10,8,240012000438,206,127
MD,MARYLAND,2400120,Baltimore County Public Schools,00443,Parkville High & Center for Math/Science,240012000443,16,8,240012000443,386,228
MD,MARYLAND,2400120,Baltimore County Public Schools,00444,Patapsco High & Center for Arts,240012000444,14,13,240012000444,290,190
MD,MARYLAND,2400120,Baltimore County Public Schools,00446,Perry Hall High,240012000446,10,10,240012000446,248,179
MD,MARYLAND,2400120,Baltimore County Public Schools,00449,Pikesville High,240012000449,5,5,240012000449,115,83
MD,MARYLAND,2400120,Baltimore County Public Schools,00458,Randallstown High,240012000458,10,10,240012000458,187,97
MD,MARYLAND,2400120,Baltimore County Public Schools,00477,Sparrows Point High,240012000477,8,6,240012000477,129,88
MD,MARYLAND,2400120,Baltimore County Public Schools,00487,Towson High Law & Public Policy,240012000487,6,5,240012000487,120,99
MD,MARYLAND,2400120,Baltimore County Public Schools,00502,Woodlawn High Center for Pre-Eng. Res.,240012000502,13,10,240012000502,370,195
MD,MARYLAND,2400120,Baltimore County Public Schools,00831,Rosedale Center,240012000831,5,3,240012000831,26,3
MD,MARYLAND,2400120,Baltimore County Public Schools,01347,Owings Mills High,240012001347,14,10,240012001347,274,198
MD,MARYLAND,2400120,Baltimore County Public Schools,01432,Hereford High,240012001432,6,6,240012001432,93,84
MD,MARYLAND,2400120,Baltimore County Public Schools,01547,New Town High,240012001547,5,4,240012001547,141,121
MD,MARYLAND,2400120,Baltimore County Public Schools,01649,Crossroads Center,240012001649,4,4,240012001649,43,28
MD,MARYLAND,2400120,Baltimore County Public Schools,01711,BCDC Educational Center,240012001711,1,0,240012001711,9,0
MD,MARYLAND,2400150,Calvert County Public Schools,00508,Calvert High,240015000508,20,17,240015000508,192,180
MD,MARYLAND,2400150,Calvert County Public Schools,00509,Calvert Country School,240015000509,2,0,240015000509,1,1
MD,MARYLAND,2400150,Calvert County Public Schools,00516,Northern High,240015000516,15,15,240015000516,214,202
MD,MARYLAND,2400150,Calvert County Public Schools,00611,Patuxent High,240015000611,14,12,240015000611,185,170
MD,MARYLAND,2400150,Calvert County Public Schools,01342,Huntingtown High School,240015001342,17,12,240015001342,221,208
MD,MARYLAND,2400180,Caroline County Public Schools,00518,Colonel Richardson High School,240018000518,9,9,240018000518,153,138
MD,MARYLAND,2400180,Caroline County Public Schools,00523,North Caroline High School,240018000523,20,15,240018000523,398,347
MD,MARYLAND,2400210,Carroll County Public Schools,00533,Francis Scott Key High,240021000533,12,12,240021000533,189,168
MD,MARYLAND,2400210,Carroll County Public Schools,00546,South Carroll High,240021000546,14,14,240021000546,221,209
MD,MARYLAND,2400210,Carroll County Public Schools,00552,Westminster High,240021000552,19,19,240021000552,375,365
MD,MARYLAND,2400210,Carroll County Public Schools,01161,Century High,240021001161,11,11,240021001161,247,244
MD,MARYLAND,2400210,Carroll County Public Schools,01185,Winters Mill High,240021001185,12,12,240021001185,258,253
MD,MARYLAND,2400210,Carroll County Public Schools,01394,Liberty High,240021001394,9,9,240021001394,185,183
MD,MARYLAND,2400210,Carroll County Public Schools,01548,Gateway School,240021001548,4,4,240021001548,12,11
MD,MARYLAND,2400210,Carroll County Public Schools,01672,Manchester Valley High,240021001672,10,10,240021001672,212,197
MD,MARYLAND,2400240,Cecil County Public Schools,00558,Bohemia Manor High,240024000558,11,11,240024000558,108,98
MD,MARYLAND,2400240,Cecil County Public Schools,00568,Elkton High,240024000568,15,15,240024000568,194,167
MD,MARYLAND,2400240,Cecil County Public Schools,00575,North East High,240024000575,17,17,240024000575,207,181
MD,MARYLAND,2400240,Cecil County Public Schools,00577,Perryville High,240024000577,11,11,240024000577,142,138
MD,MARYLAND,2400240,Cecil County Public Schools,90469,Rising Sun High,240024090469,13,13,240024090469,195,190
MD,MARYLAND,2400270,Charles County Public Schools,00144,Westlake High School,240027000144,29,29,240027000144,235,192
MD,MARYLAND,2400270,Charles County Public Schools,00596,La Plata High School,240027000596,16,16,240027000596,189,187
MD,MARYLAND,2400270,Charles County Public Schools,00597,Henry E. Lackey High School,240027000597,28,28,240027000597,239,207
MD,MARYLAND,2400270,Charles County Public Schools,00600,Maurice J. McDonough High School,240027000600,11,11,240027000600,179,149
MD,MARYLAND,2400270,Charles County Public Schools,00607,Thomas Stone High School,240027000607,15,15,240027000607,268,204
MD,MARYLAND,2400270,Charles County Public Schools,01395,Robert D. Stethem Educational Center,240027001395,2,2,240027001395,23,19
MD,MARYLAND,2400270,Charles County Public Schools,01416,North Point High School,240027001416,20,20,240027001416,233,211
MD,MARYLAND,2400270,Charles County Public Schools,01727,St. Charles High School,240027001727,16,16,240027001727,278,227
MD,MARYLAND,2400300,Dorchester County Public Schools,00612,Cambridge-South Dorchester High School,240030000612,5,0,240030000612,13,1
MD,MARYLAND,2400300,Dorchester County Public Schools,00618,North Dorchester High School,240030000618,1,0,240030000618,9,1
MD,MARYLAND,2400330,Frederick County Public Schools,00616,Urbana High,240033000616,19,19,240033000616,332,324
MD,MARYLAND,2400330,Frederick County Public Schools,00627,Brunswick High,240033000627,13,13,240033000627,170,157
MD,MARYLAND,2400330,Frederick County Public Schools,00629,Catoctin High,240033000629,11,11,240033000629,197,162
MD,MARYLAND,2400330,Frederick County Public Schools,00632,Frederick High,240033000632,49,49,240033000632,423,358
MD,MARYLAND,2400330,Frederick County Public Schools,00634,Gov. Thomas Johnson High,240033000634,44,44,240033000634,414,364
MD,MARYLAND,2400330,Frederick County Public Schools,00638,Linganore High,240033000638,28,28,240033000638,294,288
MD,MARYLAND,2400330,Frederick County Public Schools,00641,Middletown High,240033000641,16,16,240033000641,260,245
MD,MARYLAND,2400330,Frederick County Public Schools,00655,Walkersville High,240033000655,26,26,240033000655,280,264
MD,MARYLAND,2400330,Frederick County Public Schools,01410,Heather Ridge High School,240033001410,9,9,240033001410,14,11
MD,MARYLAND,2400330,Frederick County Public Schools,01550,Tuscarora High,240033001550,36,36,240033001550,395,355
MD,MARYLAND,2400330,Frederick County Public Schools,01688,Oakdale High,240033001688,20,20,240033001688,241,235
MD,MARYLAND,2400360,Garrett County Public Schools,00671,Northern Garrett High School,240036000671,16,16,240036000671,63,58
MD,MARYLAND,2400360,Garrett County Public Schools,00674,Southern Garrett High School,240036000674,21,21,240036000674,235,221
MD,MARYLAND,2400390,Harford County Public Schools,00480,Center for Educational Opportunity,240039000480,6,5,240039000480,19,6
MD,MARYLAND,2400390,Harford County Public Schools,00679,Aberdeen High,240039000679,20,20,240039000679,288,199
MD,MARYLAND,2400390,Harford County Public Schools,00683,Bel Air High,240039000683,11,11,240039000683,246,208
MD,MARYLAND,2400390,Harford County Public Schools,00690,Edgewood High,240039000690,8,8,240039000690,186,111
MD,MARYLAND,2400390,Harford County Public Schools,00691,Fallston High,240039000691,7,7,240039000691,123,110
