LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_MATHCERT_GEOM,SCH_MATHCLASSES_GEOM,Total_Geomty_enroll_students
MI,MICHIGAN,2624840,Muskegon Public Schools of the City of,06152,Muskegon High School,262484006152,262484006152,5,22,254
MI,MICHIGAN,2624840,Muskegon Public Schools of the City of,08375,Muskegon Community Education Center,262484008375,262484008375,2,10,22
MI,MICHIGAN,2624960,Napoleon Community Schools,01591,Ackerson Lake Community Education,262496001591,262496001591,0,2,25
MI,MICHIGAN,2624960,Napoleon Community Schools,06174,Napoleon High School,262496006174,262496006174,4,5,83
MI,MICHIGAN,2625020,Negaunee Public Schools,06179,Negaunee High School,262502006179,262502006179,6,6,118
MI,MICHIGAN,2625140,New Buffalo Area Schools,06181,New Buffalo Senior High School,262514006181,262514006181,3,3,51
MI,MICHIGAN,2625230,New Haven Community Schools,06184,New Haven High School,262523006184,262523006184,7,11,80
MI,MICHIGAN,2625230,New Haven Community Schools,08215,Lake Huron Virtual  Hybrid High School,262523008215,262523008215,8,4,9
MI,MICHIGAN,2625290,New Lothrop Area Public Schools,06186,New Lothrop High School,262529006186,262529006186,3,3,83
MI,MICHIGAN,2625320,Newaygo Public School District,06190,Newaygo High School,262532006190,262532006190,5,5,123
MI,MICHIGAN,2625350,Tahquamenon Area Schools,06195,Newberry High School,262535006195,262535006195,3,3,49
MI,MICHIGAN,2625400,NICE Community School District,06202,Westwood High School,262540006202,262540006202,4,4,75
MI,MICHIGAN,2625560,Niles Community Schools,00116,Cedar Lane School,262556000116,262556000116,1,1,13
MI,MICHIGAN,2625560,Niles Community Schools,06206,Niles Senior High School,262556006206,262556006206,4,4,153
MI,MICHIGAN,2625560,Niles Community Schools,06209,Southside Special Educ School,262556006209,262556006209,1,1,2
MI,MICHIGAN,2625560,Niles Community Schools,08282,WAY Niles,262556008282,262556008282,1,1,18
MI,MICHIGAN,2625650,North Adams-Jerome Public Schools,06211,North AdamsJerome MiddleHigh School,262565006211,262565006211,1,1,24
MI,MICHIGAN,2625680,North Branch Area Schools,01770,Quest High School,262568001770,262568001770,6,6,11
MI,MICHIGAN,2625680,North Branch Area Schools,06213,North Branch High School,262568006213,262568006213,17,17,189
MI,MICHIGAN,2625740,Grosse Pointe Public Schools,06220,Grosse Pointe South High School,262574006220,262574006220,16,16,389
MI,MICHIGAN,2625740,Grosse Pointe Public Schools,06230,Grosse Pointe North High School,262574006230,262574006230,14,14,348
MI,MICHIGAN,2625780,North Huron School District,06233,North Huron School,262578006233,262578006233,3,3,27
MI,MICHIGAN,2625800,North Muskegon Public Schools,06235,North Muskegon High School,262580006235,262580006235,3,3,75
MI,MICHIGAN,2625920,Northport Public School District,06237,Northport Public School,262592006237,262592006237,1,1,8
MI,MICHIGAN,2625950,Northview Public Schools,01565,Northview Alternative High School,262595001565,262595001565,2,2,35
MI,MICHIGAN,2625950,Northview Public Schools,06240,Northview High School,262595006240,262595006240,12,12,304
MI,MICHIGAN,2625980,Northville Public Schools,06245,Northville High School,262598006245,262598006245,35,35,597
MI,MICHIGAN,2626010,Northwest Community Schools,00870,Northwest Alternative High School,262601000870,262601000870,7,13,32
MI,MICHIGAN,2626010,Northwest Community Schools,06255,Northwest High School,262601006255,262601006255,5,7,141
MI,MICHIGAN,2626040,Norway-Vulcan Area Schools,06257,Norway High School,262604006257,262604006257,2,2,31
MI,MICHIGAN,2626130,Novi Community School District,06263,Novi High School,262613006263,262613006263,19,19,378
MI,MICHIGAN,2626130,Novi Community School District,08494,Career Preparation,262613008494,262613008494,3,3,12
MI,MICHIGAN,2626190,Oak Park School District of the City of,06271,Oak Park High School,262619006271,262619006271,3,3,81
MI,MICHIGAN,2626190,Oak Park School District of the City of,08174,Oak Park Alternative Education Center,262619008174,262619008174,6,6,152
MI,MICHIGAN,2626190,Oak Park School District of the City of,08212,NOVA Discipline Academy,262619008212,262619008212,6,6,38
MI,MICHIGAN,2626190,Oak Park School District of the City of,08452,Oak Park Virtual Academy,262619008452,262619008452,1,1,1
MI,MICHIGAN,2626220,Oakridge Public Schools,06276,Oakridge High School,262622006276,262622006276,5,5,130
MI,MICHIGAN,2626220,Oakridge Public Schools,08077,Oakridge Fusion,262622008077,262622008077,1,1,17
MI,MICHIGAN,2626280,Okemos Public Schools,06282,Okemos High School,262628006282,262628006282,15,15,312
MI,MICHIGAN,2626370,Olivet Community Schools,06285,Olivet High School,262637006285,262637006285,5,5,123
MI,MICHIGAN,2626400,Onaway Area Community School District,06289,Onaway Senior High School,262640006289,262640006289,2,2,35
MI,MICHIGAN,2626490,Onekama Consolidated Schools,06294,Onekama Consolidated Schools,262649006294,262649006294,2,4,46
MI,MICHIGAN,2626520,Onsted Community Schools,06295,Onsted Community High School,262652006295,262652006295,14,14,127
MI,MICHIGAN,2626550,Ontonagon Area School District,06301,Ontonagon Area School,262655006301,262655006301,1,1,15
MI,MICHIGAN,2626760,Orchard View Schools,01893,Orchard View Community Education,262676001893,262676001893,1,1,6
MI,MICHIGAN,2626760,Orchard View Schools,06304,Orchard View High School,262676006304,262676006304,11,11,215
MI,MICHIGAN,2626940,Dollar Bay-Tamarack City Area Schools,06308,Dollar BayTamarack City Area K12 School,262694006308,262694006308,1,1,23
MI,MICHIGAN,2626970,Oscoda Area Schools,06312,Oscoda Area High School,262697006312,262697006312,4,4,74
MI,MICHIGAN,2627060,Otsego Public Schools,01733,Otsego West Campus High School,262706001733,262706001733,2,2,12
MI,MICHIGAN,2627060,Otsego Public Schools,06319,Otsego High School,262706006319,262706006319,7,7,121
MI,MICHIGAN,2627150,Ovid-Elsie Area Schools,00820,OvidElsie Comm EdAlt HS,262715000820,262715000820,1,3,11
MI,MICHIGAN,2627150,Ovid-Elsie Area Schools,06325,OvidElsie High School,262715006325,262715006325,8,8,100
MI,MICHIGAN,2627150,Ovid-Elsie Area Schools,08407,Great Lakes Online School,262715008407,262715008407,1,1,1
MI,MICHIGAN,2627180,Owendale-Gagetown Area School District,06327,OwendaleGagetown JrSr High School,262718006327,262718006327,2,2,16
MI,MICHIGAN,2627210,Owosso Public Schools,01832,Lincoln Alternative High School,262721001832,262721001832,1,11,51
MI,MICHIGAN,2627210,Owosso Public Schools,06332,Owosso High School,262721006332,262721006332,6,6,215
MI,MICHIGAN,2627240,Oxford Community Schools,06338,Oxford High School,262724006338,262724006338,11,11,358
MI,MICHIGAN,2627240,Oxford Community Schools,08184,Oxford Bridges High School,262724008184,262724008184,1,1,13
MI,MICHIGAN,2627240,Oxford Community Schools,08274,Oxford Virtual Academy,262724008274,262724008274,1,1,26
MI,MICHIGAN,2627240,Oxford Community Schools,08305,Oxford Schools Early College,262724008305,262724008305,2,2,30
MI,MICHIGAN,2627240,Oxford Community Schools,08586,Oxford Crossroads Day School,262724008586,262724008586,1,1,12
MI,MICHIGAN,2627420,Parchment School District,01590,Barclay Hills Education Center,262742001590,262742001590,1,1,14
MI,MICHIGAN,2627420,Parchment School District,06342,Parchment High School,262742006342,262742006342,2,2,107
MI,MICHIGAN,2627660,Paw Paw Public School District,01916,Cedar Street Community and Family Center,262766001916,262766001916,5,5,13
MI,MICHIGAN,2627660,Paw Paw Public School District,06352,Paw Paw High School,262766006352,262766006352,6,6,168
MI,MICHIGAN,2627690,Peck Community School District,06354,Peck JrSr High School,262769006354,262769006354,2,2,32
MI,MICHIGAN,2627720,Pellston Public Schools,06356,Pellston MiddleHigh School,262772006356,262772006356,2,2,27
MI,MICHIGAN,2627810,Pennfield Schools,06362,Pennfield Senior High School,262781006362,262781006362,4,4,102
MI,MICHIGAN,2627840,Pentwater Public School District,06363,Pentwater Public School,262784006363,262784006363,2,2,21
MI,MICHIGAN,2627900,Perry Public Schools,06365,Perry High School,262790006365,262790006365,4,4,109
MI,MICHIGAN,2627930,Public Schools of Petoskey,06372,Petoskey High School,262793006372,262793006372,12,12,236
MI,MICHIGAN,2627960,Pewamo-Westphalia Community Schools,06378,PewamoWestphalia MiddleHigh School,262796006378,262796006378,3,3,74
MI,MICHIGAN,2628020,Pickford Public Schools,06380,Pickford Public Schools,262802006380,262802006380,0,1,22
MI,MICHIGAN,2628140,Pinckney Community Schools,06385,Pinckney  Community High School,262814006385,262814006385,25,25,295
MI,MICHIGAN,2628170,Pinconning Area Schools,06391,Pinconning High School,262817006391,262817006391,4,4,85
MI,MICHIGAN,2628200,Pine River Area Schools,06393,Pine River Area MiddleHigh School,262820006393,262820006393,5,5,83
MI,MICHIGAN,2628500,Pittsford Area Schools,06398,Pittsford Area High School,262850006398,262850006398,0,5,32
MI,MICHIGAN,2628530,Plainwell Community Schools,00793,Renaissance High School,262853000793,262853000793,20,20,20
MI,MICHIGAN,2628530,Plainwell Community Schools,06402,Plainwell High School,262853006402,262853006402,7,7,191
MI,MICHIGAN,2628560,Plymouth-Canton Community Schools,01464,Plymouth High School,262856001464,262856001464,9,9,276
MI,MICHIGAN,2628560,Plymouth-Canton Community Schools,02047,Starkweather Academy  Fiegel,262856002047,262856002047,5,5,52
MI,MICHIGAN,2628560,Plymouth-Canton Community Schools,06419,Salem High School,262856006419,262856006419,15,15,310
MI,MICHIGAN,2628560,Plymouth-Canton Community Schools,06421,Canton High School,262856006421,262856006421,18,18,303
MI,MICHIGAN,2628740,Pontiac City School District,06444,Pontiac High School,262874006444,262874006444,11,11,280
MI,MICHIGAN,2628890,Houghton-Portage Township School District,06482,Houghton Central High School,262889006482,262889006482,4,4,102
MI,MICHIGAN,2628950,Portage Public Schools,01602,Portage Community High School,262895001602,262895001602,9,9,32
MI,MICHIGAN,2628950,Portage Public Schools,06491,Portage Central High School,262895006491,262895006491,18,18,389
MI,MICHIGAN,2628950,Portage Public Schools,06493,Portage Northern High School,262895006493,262895006493,17,19,401
MI,MICHIGAN,2629120,Portland Public Schools,06497,Portland High School,262912006497,262912006497,5,5,106
MI,MICHIGAN,2629130,Posen Consolidated School District No. 9,06501,Posen Consolidated High School,262913006501,262913006501,1,1,19
MI,MICHIGAN,2629160,Potterville Public Schools,06504,Potterville High School,262916006504,262916006504,3,3,84
MI,MICHIGAN,2629220,North Central Area Schools,06506,North Central Area JuniorSenior High School,262922006506,262922006506,2,4,26
MI,MICHIGAN,2629250,Quincy Community Schools,06511,Quincy High School,262925006511,262925006511,3,3,84
MI,MICHIGAN,2629340,Rapid River Public Schools,06514,TriTownship School,262934006514,262934006514,1,1,33
MI,MICHIGAN,2629370,Ravenna Public Schools,06516,Ravenna High School,262937006516,262937006516,3,3,74
MI,MICHIGAN,2629400,Reading Community Schools,06520,Reading High School,262940006520,262940006520,3,3,71
MI,MICHIGAN,2629460,Redford Union Schools District No. 1,06525,Redford Union High School,262946006525,262946006525,2,2,28
MI,MICHIGAN,2629460,Redford Union Schools District No. 1,08210,Stuckey Center,262946008210,262946008210,3,3,25
MI,MICHIGAN,2629460,Redford Union Schools District No. 1,08380,SouthEast Michigan Virtual Academy,262946008380,262946008380,1,1,15
MI,MICHIGAN,2629460,Redford Union Schools District No. 1,08560,Veritas,262946008560,262946008560,1,1,29
MI,MICHIGAN,2629490,Reed City Area Public Schools,06534,Reed City High School,262949006534,262949006534,6,6,116
MI,MICHIGAN,2629520,Reese Public Schools,06536,Reese High School,262952006536,262952006536,3,3,71
MI,MICHIGAN,2629540,Reeths-Puffer Schools,06544,ReethsPuffer High School,262954006544,262954006544,24,24,320
MI,MICHIGAN,2629580,Republic-Michigamme Schools,06548,RepublicMichigamme School,262958006548,262958006548,2,2,12
MI,MICHIGAN,2629670,Richmond Community Schools,06549,Richmond Community High School,262967006549,262967006549,5,5,121
MI,MICHIGAN,2629760,River Rouge School District of the City of,06555,River Rouge High School,262976006555,262976006555,8,8,279
MI,MICHIGAN,2629790,River Valley School District,06559,River Valley MiddleHigh School,262979006559,262979006559,6,6,52
MI,MICHIGAN,2629910,Riverview Community School District,06564,Riverview Community High School,262991006564,262991006564,5,10,212
MI,MICHIGAN,2629910,Riverview Community School District,08829,Riverview Virtual Academy,262991008829,262991008829,0,4,13
MI,MICHIGAN,2629940,Rochester Community School District,01286,Stoney Creek High School,262994001286,262994001286,13,13,382
MI,MICHIGAN,2629940,Rochester Community School District,02053,Rochester Adult Education,262994002053,262994002053,1,1,2
MI,MICHIGAN,2629940,Rochester Community School District,06573,Rochester High School,262994006573,262994006573,13,13,404
MI,MICHIGAN,2629940,Rochester Community School District,06577,Rochester Adams High School,262994006577,262994006577,13,13,363
MI,MICHIGAN,2629940,Rochester Community School District,06581,Alternative Center for Education,262994006581,262994006581,2,2,2
MI,MICHIGAN,2630030,Rockford Public Schools,06588,Rockford High School,263003006588,263003006588,10,10,176
MI,MICHIGAN,2630030,Rockford Public Schools,06592,Rockford HS Freshman Center,263003006592,263003006592,6,6,133
MI,MICHIGAN,2630060,Rogers City Area Schools,06594,Rogers City High School,263006006594,263006006594,3,3,54
MI,MICHIGAN,2630090,Romeo Community Schools,01497,Romeo Engineering Technology Center,263009001497,263009001497,4,4,17
MI,MICHIGAN,2630090,Romeo Community Schools,06597,Romeo High School,263009006597,263009006597,30,30,314
MI,MICHIGAN,2630210,Roseville Community Schools,06628,Roseville High School,263021006628,263021006628,13,16,394
MI,MICHIGAN,2630210,Roseville Community Schools,08767,Achievement High School,263021008767,263021008767,3,3,10
MI,MICHIGAN,2630300,Royal Oak Schools,02040,Churchill Community Ed Center,263030002040,263030002040,1,1,1
MI,MICHIGAN,2630300,Royal Oak Schools,06637,Royal Oak High School,263030006637,263030006637,12,12,310
MI,MICHIGAN,2630360,Rudyard Area Schools,06654,Rudyard Area Schools,263036006654,263036006654,1,1,20
MI,MICHIGAN,2630390,Saginaw School District of the City of,01171,Saginaw Arts and Sciences Academy,263039001171,263039001171,2,2,41
MI,MICHIGAN,2630390,Saginaw School District of the City of,01682,Ruben Daniels Community SchoolETC,263039001682,263039001682,1,1,26
MI,MICHIGAN,2630390,Saginaw School District of the City of,06656,Arthur Hill High School,263039006656,263039006656,10,10,165
MI,MICHIGAN,2630390,Saginaw School District of the City of,06677,Saginaw High School,263039006677,263039006677,5,6,146
MI,MICHIGAN,2630390,Saginaw School District of the City of,08391,The Success Academy,263039008391,263039008391,4,4,17
MI,MICHIGAN,2630450,Saginaw Township Community Schools,01580,Mackinaw High School,263045001580,263045001580,6,6,52
MI,MICHIGAN,2630450,Saginaw Township Community Schools,06701,Heritage High School,263045006701,263045006701,27,27,358
MI,MICHIGAN,2630480,North Dickinson County Schools,06704,North Dickinson School,263048006704,263048006704,2,2,22
MI,MICHIGAN,2630660,Saline Area Schools,06709,Saline High School,263066006709,263066006709,5,5,280
MI,MICHIGAN,2630780,Sand Creek Community Schools,06711,Sand Creek High School,263078006711,263078006711,2,2,32
MI,MICHIGAN,2630840,Sandusky Community School District,06714,Sandusky JuniorSenior High School,263084006714,263084006714,5,5,62
MI,MICHIGAN,2630930,Saranac Community Schools,06717,Saranac JrSr High School,263093006717,263093006717,16,17,90
MI,MICHIGAN,2630960,Saugatuck Public Schools,06720,Saugatuck High School,263096006720,263096006720,2,2,38
MI,MICHIGAN,2630990,Sault Ste. Marie Area Schools,06728,Sault Area High School,263099006728,263099006728,8,8,166
MI,MICHIGAN,2631020,Schoolcraft Community Schools,06732,Schoolcraft High School,263102006732,263102006732,3,3,260
MI,MICHIGAN,2631320,Shelby Public Schools,06736,Shelby High School,263132006736,263132006736,8,8,104
MI,MICHIGAN,2631380,Shepherd Public Schools,00151,Odyssey MiddleHigh School,263138000151,263138000151,2,2,54
MI,MICHIGAN,2631380,Shepherd Public Schools,06741,Shepherd  High School,263138006741,263138006741,5,5,118
MI,MICHIGAN,2632220,South Lake Schools,06751,South Lake High School,263222006751,263222006751,3,6,119
MI,MICHIGAN,2632250,South Lyon Community Schools,01837,South Lyon East High School,263225001837,263225001837,20,20,281
MI,MICHIGAN,2632250,South Lyon Community Schools,06755,South Lyon High School,263225006755,263225006755,22,22,282
MI,MICHIGAN,2632280,South Redford School District,06762,Lee M Thurston High School,263228006762,263228006762,11,11,244
MI,MICHIGAN,2632280,South Redford School District,08631,SOAR Academic Institute,263228008631,263228008631,11,11,35
MI,MICHIGAN,2632300,South Haven Public Schools,06770,South Haven High School,263230006770,263230006770,5,5,129
MI,MICHIGAN,2632300,South Haven Public Schools,08492,South Haven Alliance Campus,263230008492,263230008492,2,2,11
MI,MICHIGAN,2632310,Southfield Public School District,00666,Southfield Regional Academic Campus,263231000666,263231000666,9,4,107
MI,MICHIGAN,2632310,Southfield Public School District,07791,University High School Academy,263231007791,263231007791,3,4,100
MI,MICHIGAN,2632310,Southfield Public School District,08774,Southfield High School for the Arts and Technology,263231008774,263231008774,10,10,250
MI,MICHIGAN,2632340,Southgate Community School District,01188,Beacon Day Treatment Center,263234001188,263234001188,3,3,17
MI,MICHIGAN,2632340,Southgate Community School District,01932,Asher School,263234001932,263234001932,7,7,103
MI,MICHIGAN,2632340,Southgate Community School District,06793,Southgate Anderson High School,263234006793,263234006793,11,11,420
MI,MICHIGAN,2632370,Sparta Area Schools,02038,Sparta Adult Education,263237002038,263237002038,1,1,1
MI,MICHIGAN,2632370,Sparta Area Schools,06798,Sparta Senior High School,263237006798,263237006798,4,4,139
MI,MICHIGAN,2632550,Spring Lake Public Schools,01461,Spring Lake Alternative Education,263255001461,263255001461,0,2,2
MI,MICHIGAN,2632550,Spring Lake Public Schools,06806,Spring Lake High School,263255006806,263255006806,4,9,119
MI,MICHIGAN,2632610,Springport Public Schools,06808,Springport High School,263261006808,263261006808,3,4,66
MI,MICHIGAN,2632640,St. Charles Community Schools,06812,St Charles Community MiddleHigh School,263264006812,263264006812,11,11,87
MI,MICHIGAN,2632640,St. Charles Community Schools,08549,St Charles Virtual School,263264008549,263264008549,4,4,15
MI,MICHIGAN,2632670,Lake Shore Public Schools (Macomb),01612,North Lake High School,263267001612,263267001612,2,2,24
MI,MICHIGAN,2632670,Lake Shore Public Schools (Macomb),06815,Lake Shore High School,263267006815,263267006815,13,15,295
MI,MICHIGAN,2632820,St. Johns Public Schools,01813,Wilson Center,263282001813,263282001813,2,2,7
MI,MICHIGAN,2632820,St. Johns Public Schools,06827,St Johns High School,263282006827,263282006827,6,6,174
MI,MICHIGAN,2632850,St. Joseph Public Schools,06834,St Joseph High School,263285006834,263285006834,10,10,235
MI,MICHIGAN,2632880,St. Louis Public Schools,06837,St Louis High School,263288006837,263288006837,4,4,68
MI,MICHIGAN,2632910,West Iron County Public Schools,06842,West Iron County High School,263291006842,263291006842,3,3,67
MI,MICHIGAN,2632940,Standish-Sterling Community Schools,06846,StandishSterling Central JrSr High School,263294006846,263294006846,5,5,112
MI,MICHIGAN,2633000,Stephenson Area Public Schools,06852,Stephenson MiddleHigh School,263300006852,263300006852,1,1,34
MI,MICHIGAN,2633030,Stockbridge Community Schools,06858,Stockbridge JrSr High School,263303006858,263303006858,3,3,74
MI,MICHIGAN,2633090,Sturgis Public Schools,02037,Sturgis Schools Adult Education Center,263309002037,263309002037,1,1,9
MI,MICHIGAN,2633090,Sturgis Public Schools,06864,Sturgis High School,263309006864,263309006864,9,9,211
MI,MICHIGAN,2633120,Summerfield Schools,06868,Summerfield JuniorSenior High School,263312006868,263312006868,3,3,53
MI,MICHIGAN,2633360,Suttons Bay Public Schools,06871,Suttons Bay Senior High School,263336006871,263336006871,3,3,39
MI,MICHIGAN,2633360,Suttons Bay Public Schools,08250,Suttons Bay Virtual School,263336008250,263336008250,2,2,44
MI,MICHIGAN,2633410,Swan Valley School District,01910,Swan Valley Adult and Alternative Education,263341001910,263341001910,2,2,6
MI,MICHIGAN,2633410,Swan Valley School District,06876,Swan Valley High School,263341006876,263341006876,4,4,81
MI,MICHIGAN,2633420,Swartz Creek Community Schools,00836,Swartz Creek Academy,263342000836,263342000836,1,1,28
MI,MICHIGAN,2633420,Swartz Creek Community Schools,06881,Swartz Creek High School,263342006881,263342006881,9,9,283
MI,MICHIGAN,2633510,Tawas Area Schools,06885,Tawas Area High School,263351006885,263351006885,3,5,93
MI,MICHIGAN,2633540,Taylor School District,06899,John F Kennedy High School,263354006899,263354006899,2,2,55
MI,MICHIGAN,2633540,Taylor School District,06910,Truman High School,263354006910,263354006910,6,6,209
MI,MICHIGAN,2633540,Taylor School District,08364,Taylor Virtual Learning Academy,263354008364,263354008364,4,4,80
MI,MICHIGAN,2633720,Tecumseh Public Schools,00918,Tecumseh Options Institute,263372000918,263372000918,20,20,25
MI,MICHIGAN,2633720,Tecumseh Public Schools,06918,Tecumseh High School,263372006918,263372006918,9,9,219
MI,MICHIGAN,2633720,Tecumseh Public Schools,08469,Tecumseh Virtual Academy,263372008469,263372008469,15,15,18
MI,MICHIGAN,2633750,Tekonsha Community Schools,06922,Tekonsha Schools,263375006922,263375006922,3,3,21
MI,MICHIGAN,2633810,Thornapple Kellogg School District,06924,Thornapple Kellogg High School,263381006924,263381006924,9,17,231
MI,MICHIGAN,2633840,Three Rivers Community Schools,06930,Three Rivers High School,263384006930,263384006930,4,4,182
MI,MICHIGAN,2633870,Traverse City Area Public Schools,00838,West Senior High,263387000838,263387000838,15,15,406
MI,MICHIGAN,2633870,Traverse City Area Public Schools,01230,Traverse City High School,263387001230,263387001230,3,3,28
MI,MICHIGAN,2633870,Traverse City Area Public Schools,06949,Central High School,263387006949,263387006949,10,10,278
MI,MICHIGAN,2633900,Trenton Public Schools,06956,Trenton High School,263390006956,263390006956,5,5,118
MI,MICHIGAN,2633930,Tri County Area Schools,06961,Tri County Senior High School,263393006961,263393006961,13,13,162
MI,MICHIGAN,2634260,Troy School District,00675,Troy College and Career High School,263426000675,263426000675,2,2,20
MI,MICHIGAN,2634260,Troy School District,06966,Troy High School,263426006966,263426006966,30,30,393
MI,MICHIGAN,2634260,Troy School District,06976,Athens High School,263426006976,263426006976,24,24,310
MI,MICHIGAN,2634380,Ubly Community Schools,06981,Ubly Community High School,263438006981,263438006981,1,1,57
MI,MICHIGAN,2634410,Union City Community Schools,06983,Union City High School,263441006983,263441006983,3,3,66
MI,MICHIGAN,2634440,Unionville-Sebewaing Area S.D.,06987,UnionvilleSebewaing High School,263444006987,263444006987,9,9,78
MI,MICHIGAN,2634470,Utica Community Schools,06993,Eppler Junior High School,263447006993,263447006993,10,10,179
MI,MICHIGAN,2634470,Utica Community Schools,06998,Frank Jeannette Jr High School,263447006998,263447006998,11,11,207
MI,MICHIGAN,2634470,Utica Community Schools,07001,Shelby Junior High School,263447007001,263447007001,9,9,240
MI,MICHIGAN,2634470,Utica Community Schools,07005,Utica High School,263447007005,263447007005,2,2,26
MI,MICHIGAN,2634470,Utica Community Schools,07009,Adlai Stevenson High School,263447007009,263447007009,2,2,33
MI,MICHIGAN,2634470,Utica Community Schools,07015,Davis Junior High School,263447007015,263447007015,10,10,196
MI,MICHIGAN,2634470,Utica Community Schools,07018,Eisenhower High School,263447007018,263447007018,2,2,28
MI,MICHIGAN,2634470,Utica Community Schools,07022,Malow Junior High School,263447007022,263447007022,14,14,318
MI,MICHIGAN,2634470,Utica Community Schools,07025,Henry Ford II High School,263447007025,263447007025,18,18,394
MI,MICHIGAN,2634470,Utica Community Schools,07026,Heritage Junior High School,263447007026,263447007026,4,4,89
MI,MICHIGAN,2634470,Utica Community Schools,08727,UCS Alternative Learning Center,263447008727,263447008727,14,14,42
MI,MICHIGAN,2634470,Utica Community Schools,99999,Utica Academy for International Studies,263447099999,263447099999,2,2,55
MI,MICHIGAN,2634560,Van Buren Public Schools,07030,Belleville High School,263456007030,263456007030,12,12,374
MI,MICHIGAN,2634620,Vanderbilt Area Schools,07040,Vanderbilt Area School,263462007040,263462007040,1,1,6
MI,MICHIGAN,2634650,Vandercook Lake Public Schools,07043,Vandercook Lake High School,263465007043,263465007043,3,5,66
MI,MICHIGAN,2634650,Vandercook Lake Public Schools,08759,Vandercook Lake Virtual Academy,263465008759,263465008759,1,1,8
MI,MICHIGAN,2634680,Van Dyke Public Schools,07048,Lincoln High School,263468007048,263468007048,1,10,168
MI,MICHIGAN,2634680,Van Dyke Public Schools,08651,Success Academy,263468008651,263468008651,1,1,19
MI,MICHIGAN,2634920,Vestaburg Community Schools,07059,Vestaburg Community High School,263492007059,263492007059,2,2,26
MI,MICHIGAN,2634950,Vicksburg Community Schools,07065,Vicksburg High School,263495007065,263495007065,7,7,192
MI,MICHIGAN,2634950,Vicksburg Community Schools,08342,Vicksburg Pathways High School,263495008342,263495008342,1,1,19
MI,MICHIGAN,2635010,Wakefield-Marenisco School District,07067,WakefieldMarenisco School,263501007067,263501007067,0,1,16
MI,MICHIGAN,2635040,Waldron Area Schools,07069,Waldron High School,263504007069,263504007069,1,1,18
MI,MICHIGAN,2635130,Walkerville Public Schools,07070,Walkerville Public School,263513007070,263513007070,1,1,16
MI,MICHIGAN,2635160,Walled Lake Consolidated Schools,01289,Walled Lake Northern High School,263516001289,263516001289,13,13,305
MI,MICHIGAN,2635160,Walled Lake Consolidated Schools,07081,Walled Lake Central High School,263516007081,263516007081,12,12,295
MI,MICHIGAN,2635160,Walled Lake Consolidated Schools,07084,Walled Lake Western High School,263516007084,263516007084,7,7,217
MI,MICHIGAN,2635190,Warren Consolidated Schools,00929,Warren Consolidated Community High School,263519000929,263519000929,4,4,66
MI,MICHIGAN,2635190,Warren Consolidated Schools,07088,Warren Mott High School,263519007088,263519007088,19,19,446
MI,MICHIGAN,2635190,Warren Consolidated Schools,07089,Cousino Senior High School,263519007089,263519007089,13,13,363
MI,MICHIGAN,2635190,Warren Consolidated Schools,07112,Sterling Heights Senior HS,263519007112,263519007112,13,16,401
MI,MICHIGAN,2635220,Warren Woods Public Schools,00636,Warren Woods Enterprise HS,263522000636,263522000636,4,12,26
MI,MICHIGAN,2635220,Warren Woods Public Schools,07124,Warren Woods Tower High School,263522007124,263522007124,10,14,283
MI,MICHIGAN,2635310,Waterford School District,01512,Waterford Durant High School,263531001512,263531001512,2,2,74
MI,MICHIGAN,2635310,Waterford School District,07137,Childrens Village School,263531007137,263531007137,1,1,22
MI,MICHIGAN,2635310,Waterford School District,07143,Waterford Kettering High School,263531007143,263531007143,12,12,348
MI,MICHIGAN,2635310,Waterford School District,07150,Waterford Mott High School,263531007150,263531007150,12,12,344
MI,MICHIGAN,2635340,Watersmeet Township School District,07153,Watersmeet Township School,263534007153,263534007153,1,1,11
MI,MICHIGAN,2635460,Watervliet School District,07156,Watervliet Senior High School,263546007156,263546007156,3,3,80
MI,MICHIGAN,2635460,Watervliet School District,08276,WAY  Watervliet High School,263546008276,263546008276,1,1,17
MI,MICHIGAN,2635520,Waverly Community Schools,07160,Waverly Senior High School,263552007160,263552007160,9,9,269
MI,MICHIGAN,2635550,Wayland Union Schools,07169,Wayland High School,263555007169,263555007169,24,24,62
MI,MICHIGAN,2635550,Wayland Union Schools,08315,Career Connections Academy,263555008315,263555008315,2,2,21
MI,MICHIGAN,2635730,Webberville Community Schools,07173,Webberville High School,263573007173,263573007173,2,2,28
MI,MICHIGAN,2635820,West Bloomfield School District,07181,West Bloomfield High School,263582007181,263582007181,15,15,430
MI,MICHIGAN,2635820,West Bloomfield School District,07784,Oakland Early College,263582007784,263582007784,1,1,21
MI,MICHIGAN,2635850,West Branch-Rose City Area Schools,07185,Ogemaw Heights High School,263585007185,263585007185,6,6,184
MI,MICHIGAN,2635910,West Ottawa Public School District,07194,West Ottawa High School Campus,263591007194,263591007194,20,20,649
MI,MICHIGAN,2635910,West Ottawa Public School District,08224,Dunes Alternative High School,263591008224,263591008224,1,1,21
MI,MICHIGAN,2635940,Western School District,07200,Western High School,263594007200,263594007200,7,7,190
MI,MICHIGAN,2635940,Western School District,07587,Woodville Community Center,263594007587,263594007587,1,1,21
