LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_APENR_IND,SCH_APCOURSES,SCH_APMATHENR_IND,Total_AP_math_students,Total_students_tookAP,SCH_APENR_IND_new,SCH_APMATHENR_IND_new
ME,MAINE,2314767,RSU 74/MSAD 74,00954,Carrabec High School,231476700954,231476700954,No,0,-9,0,0,0,0
ME,MAINE,2314768,RSU 75/MSAD 75,00819,Mt Ararat High School,231476800819,231476800819,Yes,12,Yes,62,156,1,1
ME,MAINE,2314772,RSU 01 - LKRSU,00068,Morse High School,231477200068,231477200068,Yes,15,Yes,33,113,1,1
ME,MAINE,2314773,RSU 21,00799,Kennebunk High School,231477300799,231477300799,Yes,19,Yes,122,160,1,1
ME,MAINE,2314775,RSU 16,00436,Poland Regional H S,231477500436,231477500436,Yes,7,Yes,37,89,1,1
ME,MAINE,2314776,RSU 02,00231,Monmouth Academy,231477600231,231477600231,Yes,6,Yes,5,31,1,1
ME,MAINE,2314776,RSU 02,00298,Richmond High School,231477600298,231477600298,Yes,7,Yes,10,24,1,1
ME,MAINE,2314776,RSU 02,23162,Hall-Dale Middle and High School,231477623162,231477623162,Yes,8,Yes,17,27,1,1
ME,MAINE,2314777,RSU 67,00788,Mattanawcook Academy,231477700788,231477700788,Yes,5,Yes,6,33,1,1
ME,MAINE,2314778,RSU 26,00252,Orono High School,231477800252,231477800252,Yes,12,Yes,32,110,1,1
ME,MAINE,2314779,RSU 18,00705,Messalonskee High School,231477900705,231477900705,Yes,9,Yes,39,107,1,1
ME,MAINE,2314782,RSU 34,00248,Old Town High School,231478200248,231478200248,Yes,12,Yes,20,61,1,1
ME,MAINE,2314783,RSU 04,00207,Oak Hill High School,231478300207,231478300207,Yes,5,Yes,28,55,1,1
ME,MAINE,2314784,RSU 23,00921,Old Orchard Beach High School,231478400921,231478400921,Yes,4,No,0,27,1,0
ME,MAINE,2314785,RSU 19,00729,Nokomis Regional High School,231478500729,231478500729,Yes,10,Yes,30,108,1,1
ME,MAINE,2314787,RSU 13,23156,Oceanside High School,231478723156,231478723156,Yes,19,Yes,31,69,1,1
ME,MAINE,2314788,RSU 38,00234,Maranacook Community High Sch,231478800234,231478800234,Yes,7,Yes,9,53,1,1
ME,MAINE,2314789,RSU 05,00149,Freeport High School,231478900149,231478900149,Yes,19,Yes,138,145,1,1
ME,MAINE,2314790,RSU 24,00148,Sumner Memorial High School,231479000148,231479000148,Yes,4,Yes,4,19,1,1
ME,MAINE,2314791,RSU 20,00768,Searsport District High School,231479100768,231479100768,Yes,4,Yes,3,6,1,1
ME,MAINE,2314793,RSU 14,00632,Windham High School,231479300632,231479300632,Yes,16,Yes,51,125,1,1
ME,MAINE,2314794,RSU 39,00111,Caribou High School,231479400111,231479400111,Yes,7,Yes,10,34,1,1
ME,MAINE,2314795,RSU 10,00303,Mountain Valley High School,231479500303,231479500303,Yes,7,Yes,5,41,1,1
ME,MAINE,2314795,RSU 10,01053,Buckfield Jr-Sr High School,231479501053,231479501053,Yes,1,No,0,6,1,0
ME,MAINE,2314796,RSU 25,00102,Bucksport High School,231479600102,231479600102,Yes,6,Yes,10,13,1,1
ME,MAINE,2314803,RSU 78,00291,Rangeley Lakes Regional School,231480300291,231480300291,Yes,4,No,0,14,1,0
ME,MAINE,2314805,RSU 73,23142,Spruce Mountain High School,231480523142,231480523142,Yes,9,Yes,5,21,1,1
ME,MAINE,2314806,RSU 50,00397,Katahdin Middle/High School,231480600397,231480600397,No,0,-9,0,0,0,0
ME,MAINE,2314806,RSU 50,00590,So Aroostook School,231480600590,231480600590,Yes,15,No,0,5,1,0
ME,MAINE,2314807,Cornville Regional Charter School,23164,Cornville Downtown Campus,231480723164,231480723164,No,0,-9,0,0,0,0
ME,MAINE,2314808,Maine Academy of Natural Sciences,23134,Maine Academy of Natural Sciences,231480823134,231480823134,Yes,1,Yes,1,1,1,1
ME,MAINE,2314809,RSU 09,00549,Mt Blue High School,231480900549,231480900549,Yes,12,Yes,8,72,1,1
ME,MAINE,2314812,Baxter Academy for Technology and Science,23141,Baxter Academy for Technology & Science,231481223141,231481223141,Yes,16,Yes,2,3,1,1
ME,MAINE,2314815,RSU 22,00387,Hampden Academy,231481500387,231481500387,Yes,12,Yes,64,183,1,1
ME,MAINE,2314816,Harpswell Coastal Academy,99999,Harpswell Coastal Academy Div 2,231481699999,231481699999,Yes,1,No,0,0,1,0
ME,MAINE,2314819,Maine Connections Academy,23145,Maine Connections Academy,231481923145,231481923145,Yes,10,Yes,3,0,1,1
ME,MAINE,2314821,Maine Virtual Academy,23147,Maine Virtual Academy,231482123147,231482123147,No,0,-9,0,0,0,0
ME,MAINE,2314822,RSU 71,00440,Belfast Area High School,231482200440,231482200440,Yes,7,Yes,21,32,1,1
ME,MAINE,2314832,Snow Pond Arts Academy,23155,Snow Pond Arts Academy School,231483223155,231483223155,Yes,1,No,0,1,1,0
ME,MAINE,2314833,RSU 56,00382,Dirigo High School,231483300382,231483300382,Yes,4,No,0,19,1,0
MD,MARYLAND,2400002,Maryland School for the Deaf,00001,MARYLAND SCHOOL FOR THE DEAF FREDERICK CAMPUS,240000200001,240000200001,Yes,1,No,0,0,1,0
MD,MARYLAND,2400027,SEED School of Maryland,01669,The Seed School of Maryland,240002701669,240002701669,Yes,1,No,0,21,1,0
MD,MARYLAND,2400030,Allegany County Public Schools,00001,Allegany High,240003000001,240003000001,Yes,13,Yes,27,205,1,1
MD,MARYLAND,2400030,Allegany County Public Schools,00015,Fort Hill High,240003000015,240003000015,Yes,13,Yes,20,161,1,1
MD,MARYLAND,2400030,Allegany County Public Schools,00030,Center for Career & Technical Education,240003000030,240003000030,Yes,10,Yes,10,31,1,1
MD,MARYLAND,2400030,Allegany County Public Schools,01636,Mountain Ridge High School,240003001636,240003001636,Yes,13,Yes,4,176,1,1
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00037,Annapolis High,240006000037,240006000037,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00040,Arundel High,240006000040,240006000040,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00055,South River High,240006000055,240006000055,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00056,Central Special School,240006000056,240006000056,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00058,Chesapeake High,240006000058,240006000058,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00075,Glen Burnie High,240006000075,240006000075,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00094,Marley Glen School,240006000094,240006000094,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00099,Meade High,240006000099,240006000099,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00103,Northeast High,240006000103,240006000103,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00109,Old Mill High,240006000109,240006000109,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00127,Severna Park High,240006000127,240006000127,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00132,Southern High,240006000132,240006000132,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,00899,Anne Arundel Evening High,240006000899,240006000899,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,01401,Chesapeake Science Point,240006001401,240006001401,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,01402,Broadneck High,240006001402,240006001402,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,01425,Ruth Parker Eason School,240006001425,240006001425,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,01714,Phoenix Academy,240006001714,240006001714,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,01729,Mary Moss at Adams Academy,240006001729,240006001729,No,0,-9,0,0,0,0
MD,MARYLAND,2400060,Anne Arundel County Public Schools,90441,North County High,240006090441,240006090441,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00150,Baltimore City College,240009000150,240009000150,Yes,3,Yes,22,167,1,1
MD,MARYLAND,2400090,Baltimore City Public Schools,00151,Baltimore Polytechnic Institute,240009000151,240009000151,Yes,28,Yes,280,421,1,1
MD,MARYLAND,2400090,Baltimore City Public Schools,00157,Benjamin Franklin High School at Masonville Cove,240009000157,240009000157,Yes,2,No,0,28,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00168,Carver Vocational-Technical High,240009000168,240009000168,Yes,2,No,0,46,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00176,Claremont School,240009000176,240009000176,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00194,Edmondson-Westside High,240009000194,240009000194,Yes,3,No,0,37,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00199,Fallstaff Elementary,240009000199,240009000199,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00203,Forest Park High,240009000203,240009000203,Yes,1,No,0,6,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00209,Frederick Douglass High,240009000209,240009000209,Yes,3,No,0,34,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00219,George W. F. McMechen,240009000219,240009000219,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00236,Achievement Academy @ Harbor City High,240009000236,240009000236,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00280,Mergenthaler Vocational-Technical High,240009000280,240009000280,Yes,2,No,0,56,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00297,Patterson High,240009000297,240009000297,Yes,3,No,0,20,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00298,Paul Laurence Dunbar High,240009000298,240009000298,Yes,4,No,0,46,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00330,Western High,240009000330,240009000330,Yes,9,Yes,10,261,1,1
MD,MARYLAND,2400090,Baltimore City Public Schools,00336,William S. Baer School,240009000336,240009000336,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,00885,Eager Street Academy,240009000885,240009000885,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01302,ConneXions: A  Community Based Arts School,240009001302,240009001302,Yes,2,Yes,14,18,1,1
MD,MARYLAND,2400090,Baltimore City Public Schools,01313,Digital Harbor High School,240009001313,240009001313,Yes,10,Yes,47,84,1,1
MD,MARYLAND,2400090,Baltimore City Public Schools,01331,Reginald F. Lewis High School,240009001331,240009001331,Yes,3,No,0,28,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01339,National Academy Foundation,240009001339,240009001339,Yes,3,No,0,38,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01343,Excel Academy @ Francis M. Wood High,240009001343,240009001343,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01381,Academy for College and Career Exploration,240009001381,240009001381,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01385,Vivien T. Thomas Medical Arts Academy,240009001385,240009001385,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01387,Augusta Fells Savage Institute of Visual Arts,240009001387,240009001387,Yes,3,No,0,34,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01391,Baltimore School for the Arts,240009001391,240009001391,Yes,4,Yes,21,66,1,1
MD,MARYLAND,2400090,Baltimore City Public Schools,01530,Coppin Academy,240009001530,240009001530,Yes,1,No,0,23,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01531,Renaissance Academy,240009001531,240009001531,Yes,1,No,0,0,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01559,New Era Academy,240009001559,240009001559,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01632,Independence School Local I,240009001632,240009001632,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01659,Friendship Academy of Engineering and Technology,240009001659,240009001659,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01662,Joseph C. Briscoe Academy,240009001662,240009001662,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01663,The Reach! Partnership School,240009001663,240009001663,Yes,2,No,0,31,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01665,K.A.S.A. (Knowledge And Success Academy),240009001665,240009001665,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01675,Bluford Drew Jemison STEM Academy West,240009001675,240009001675,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01678,N.A.C.A. Freedom and Democracy Academy II,240009001678,240009001678,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01680,City Neighbors Hamilton,240009001680,240009001680,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01682,Baltimore Leadership School for Young Women,240009001682,240009001682,Yes,1,No,0,12,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01690,City Neighbors High School,240009001690,240009001690,Yes,1,No,0,21,1,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01691,Green Street Academy,240009001691,240009001691,No,0,-9,0,0,0,0
MD,MARYLAND,2400090,Baltimore City Public Schools,01703,Baltimore Design School,240009001703,240009001703,Yes,3,Yes,21,51,1,1
MD,MARYLAND,2400090,Baltimore City Public Schools,01735,Bard High School Early College,240009001735,240009001735,No,0,-9,0,0,0,0
MD,MARYLAND,2400120,Baltimore County Public Schools,00230,George W. Carver Center for Arts & Technology,240012000230,240012000230,Yes,24,Yes,102,273,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00248,Western School of Technology & Env. Science,240012000248,240012000248,Yes,19,Yes,117,315,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00346,Battle Monument School,240012000346,240012000346,No,0,-9,0,0,0,0
MD,MARYLAND,2400120,Baltimore County Public Schools,00355,Catonsville High,240012000355,240012000355,Yes,27,Yes,150,393,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00362,Chesapeake High,240012000362,240012000362,Yes,15,Yes,28,104,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00372,Deer Park Middle Magnet School,240012000372,240012000372,No,0,-9,0,0,0,0
MD,MARYLAND,2400120,Baltimore County Public Schools,00373,Dulaney High,240012000373,240012000373,Yes,32,Yes,201,717,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00377,Dundalk High,240012000377,240012000377,Yes,13,Yes,46,105,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00379,Eastern Technical High School,240012000379,240012000379,Yes,24,Yes,145,551,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00390,Franklin High,240012000390,240012000390,Yes,26,Yes,115,401,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00412,Kenwood High IB and Sports Science,240012000412,240012000412,Yes,17,Yes,66,157,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00416,Lansdowne High & Academy of Finance,240012000416,240012000416,Yes,17,Yes,14,109,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00420,Loch Raven High,240012000420,240012000420,Yes,23,Yes,57,191,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00432,Milford Mill Academy,240012000432,240012000432,Yes,17,Yes,11,111,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00436,Catonsville Center for Alternative Studies,240012000436,240012000436,No,0,-9,0,0,0,0
MD,MARYLAND,2400120,Baltimore County Public Schools,00438,Overlea High & Academy of Finance,240012000438,240012000438,Yes,13,Yes,18,48,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00443,Parkville High & Center for Math/Science,240012000443,240012000443,Yes,21,Yes,56,138,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00444,Patapsco High & Center for Arts,240012000444,240012000444,Yes,23,Yes,44,128,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00446,Perry Hall High,240012000446,240012000446,Yes,29,Yes,119,332,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00449,Pikesville High,240012000449,240012000449,Yes,26,Yes,96,230,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00458,Randallstown High,240012000458,240012000458,Yes,17,Yes,38,122,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00466,Maiden Choice School,240012000466,240012000466,No,0,-9,0,0,0,0
MD,MARYLAND,2400120,Baltimore County Public Schools,00477,Sparrows Point High,240012000477,240012000477,Yes,19,Yes,42,144,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00483,Ridge Ruxton,240012000483,240012000483,No,0,-9,0,0,0,0
MD,MARYLAND,2400120,Baltimore County Public Schools,00487,Towson High Law & Public Policy,240012000487,240012000487,Yes,26,Yes,211,550,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00502,Woodlawn High Center for Pre-Eng. Res.,240012000502,240012000502,Yes,16,Yes,75,212,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,00831,Rosedale Center,240012000831,240012000831,No,0,-9,0,0,0,0
MD,MARYLAND,2400120,Baltimore County Public Schools,01347,Owings Mills High,240012001347,240012001347,Yes,19,Yes,24,97,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,01432,Hereford High,240012001432,240012001432,Yes,26,Yes,126,609,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,01547,New Town High,240012001547,240012001547,Yes,19,Yes,41,159,1,1
MD,MARYLAND,2400120,Baltimore County Public Schools,01649,Crossroads Center,240012001649,240012001649,No,0,-9,0,0,0,0
MD,MARYLAND,2400120,Baltimore County Public Schools,01711,BCDC Educational Center,240012001711,240012001711,No,0,-9,0,0,0,0
MD,MARYLAND,2400150,Calvert County Public Schools,00508,Calvert High,240015000508,240015000508,Yes,24,Yes,159,334,1,1
MD,MARYLAND,2400150,Calvert County Public Schools,00509,Calvert Country School,240015000509,240015000509,No,0,-9,0,0,0,0
MD,MARYLAND,2400150,Calvert County Public Schools,00516,Northern High,240015000516,240015000516,Yes,22,Yes,234,457,1,1
MD,MARYLAND,2400150,Calvert County Public Schools,00611,Patuxent High,240015000611,240015000611,Yes,21,Yes,102,284,1,1
MD,MARYLAND,2400150,Calvert County Public Schools,01342,Huntingtown High School,240015001342,240015001342,Yes,23,Yes,221,656,1,1
MD,MARYLAND,2400150,Calvert County Public Schools,01344,Calvert County Alternative School,240015001344,240015001344,No,0,-9,0,0,0,0
MD,MARYLAND,2400180,Caroline County Public Schools,00518,Colonel Richardson High School,240018000518,240018000518,Yes,12,Yes,35,69,1,1
MD,MARYLAND,2400180,Caroline County Public Schools,00523,North Caroline High School,240018000523,240018000523,Yes,13,Yes,36,118,1,1
MD,MARYLAND,2400210,Carroll County Public Schools,00527,Carroll Springs School,240021000527,240021000527,No,0,-9,0,0,0,0
MD,MARYLAND,2400210,Carroll County Public Schools,00533,Francis Scott Key High,240021000533,240021000533,Yes,16,Yes,8,174,1,1
MD,MARYLAND,2400210,Carroll County Public Schools,00546,South Carroll High,240021000546,240021000546,Yes,21,Yes,42,248,1,1
MD,MARYLAND,2400210,Carroll County Public Schools,00552,Westminster High,240021000552,240021000552,Yes,18,Yes,101,507,1,1
MD,MARYLAND,2400210,Carroll County Public Schools,01161,Century High,240021001161,240021001161,Yes,21,Yes,79,336,1,1
MD,MARYLAND,2400210,Carroll County Public Schools,01185,Winters Mill High,240021001185,240021001185,Yes,15,Yes,55,207,1,1
MD,MARYLAND,2400210,Carroll County Public Schools,01348,Post Secondary Program,240021001348,240021001348,No,0,-9,0,0,0,0
MD,MARYLAND,2400210,Carroll County Public Schools,01350,Flexible Student Support,240021001350,240021001350,No,0,-9,0,0,0,0
MD,MARYLAND,2400210,Carroll County Public Schools,01394,Liberty High,240021001394,240021001394,Yes,22,Yes,222,388,1,1
MD,MARYLAND,2400210,Carroll County Public Schools,01548,Gateway School,240021001548,240021001548,No,0,-9,0,0,0,0
MD,MARYLAND,2400210,Carroll County Public Schools,01672,Manchester Valley High,240021001672,240021001672,Yes,16,Yes,28,215,1,1
MD,MARYLAND,2400240,Cecil County Public Schools,00558,Bohemia Manor High,240024000558,240024000558,Yes,13,Yes,49,114,1,1
MD,MARYLAND,2400240,Cecil County Public Schools,00568,Elkton High,240024000568,240024000568,Yes,14,Yes,51,113,1,1
MD,MARYLAND,2400240,Cecil County Public Schools,00575,North East High,240024000575,240024000575,Yes,15,Yes,34,137,1,1
MD,MARYLAND,2400240,Cecil County Public Schools,00577,Perryville High,240024000577,240024000577,Yes,15,Yes,35,89,1,1
MD,MARYLAND,2400240,Cecil County Public Schools,90469,Rising Sun High,240024090469,240024090469,Yes,15,Yes,92,204,1,1
MD,MARYLAND,2400270,Charles County Public Schools,00144,Westlake High School,240027000144,240027000144,Yes,16,Yes,112,172,1,1
MD,MARYLAND,2400270,Charles County Public Schools,00596,La Plata High School,240027000596,240027000596,Yes,18,Yes,166,181,1,1
MD,MARYLAND,2400270,Charles County Public Schools,00597,Henry E. Lackey High School,240027000597,240027000597,Yes,13,Yes,28,108,1,1
MD,MARYLAND,2400270,Charles County Public Schools,00600,Maurice J. McDonough High School,240027000600,240027000600,Yes,18,Yes,62,118,1,1
MD,MARYLAND,2400270,Charles County Public Schools,00607,Thomas Stone High School,240027000607,240027000607,Yes,16,Yes,73,115,1,1
MD,MARYLAND,2400270,Charles County Public Schools,01395,Robert D. Stethem Educational Center,240027001395,240027001395,No,0,-9,0,0,0,0
MD,MARYLAND,2400270,Charles County Public Schools,01416,North Point High School,240027001416,240027001416,Yes,21,Yes,238,286,1,1
MD,MARYLAND,2400270,Charles County Public Schools,01727,St. Charles High School,240027001727,240027001727,Yes,19,Yes,84,124,1,1
MD,MARYLAND,2400300,Dorchester County Public Schools,00612,Cambridge-South Dorchester High School,240030000612,240030000612,Yes,10,Yes,21,100,1,1
MD,MARYLAND,2400300,Dorchester County Public Schools,00618,North Dorchester High School,240030000618,240030000618,Yes,9,Yes,29,59,1,1
MD,MARYLAND,2400330,Frederick County Public Schools,00616,Urbana High,240033000616,240033000616,Yes,32,Yes,219,685,1,1
MD,MARYLAND,2400330,Frederick County Public Schools,00627,Brunswick High,240033000627,240033000627,Yes,18,Yes,70,176,1,1
MD,MARYLAND,2400330,Frederick County Public Schools,00629,Catoctin High,240033000629,240033000629,Yes,15,Yes,32,129,1,1
MD,MARYLAND,2400330,Frederick County Public Schools,00632,Frederick High,240033000632,240033000632,Yes,23,Yes,43,242,1,1
MD,MARYLAND,2400330,Frederick County Public Schools,00634,Gov. Thomas Johnson High,240033000634,240033000634,Yes,26,Yes,74,166,1,1
MD,MARYLAND,2400330,Frederick County Public Schools,00638,Linganore High,240033000638,240033000638,Yes,23,Yes,33,262,1,1
MD,MARYLAND,2400330,Frederick County Public Schools,00641,Middletown High,240033000641,240033000641,Yes,27,Yes,91,284,1,1
MD,MARYLAND,2400330,Frederick County Public Schools,00647,Rock Creek School,240033000647,240033000647,No,0,-9,0,0,0,0
MD,MARYLAND,2400330,Frederick County Public Schools,00655,Walkersville High,240033000655,240033000655,Yes,26,Yes,71,211,1,1
MD,MARYLAND,2400330,Frederick County Public Schools,01410,Heather Ridge High School,240033001410,240033001410,No,0,-9,0,0,0,0
MD,MARYLAND,2400330,Frederick County Public Schools,01550,Tuscarora High,240033001550,240033001550,Yes,25,Yes,76,267,1,1
MD,MARYLAND,2400330,Frederick County Public Schools,01688,Oakdale High,240033001688,240033001688,Yes,26,Yes,156,320,1,1
MD,MARYLAND,2400360,Garrett County Public Schools,00671,Northern Garrett High School,240036000671,240036000671,Yes,10,Yes,31,77,1,1
MD,MARYLAND,2400360,Garrett County Public Schools,00674,Southern Garrett High School,240036000674,240036000674,Yes,9,Yes,52,96,1,1
MD,MARYLAND,2400390,Harford County Public Schools,00480,Center for Educational Opportunity,240039000480,240039000480,No,0,-9,0,0,0,0
MD,MARYLAND,2400390,Harford County Public Schools,00679,Aberdeen High,240039000679,240039000679,Yes,25,Yes,226,332,1,1
MD,MARYLAND,2400390,Harford County Public Schools,00683,Bel Air High,240039000683,240039000683,Yes,20,Yes,127,359,1,1
MD,MARYLAND,2400390,Harford County Public Schools,00690,Edgewood High,240039000690,240039000690,Yes,10,Yes,34,119,1,1
MD,MARYLAND,2400390,Harford County Public Schools,00691,Fallston High,240039000691,240039000691,Yes,22,Yes,95,262,1,1
MD,MARYLAND,2400390,Harford County Public Schools,00694,Harford Technical High,240039000694,240039000694,Yes,11,Yes,33,179,1,1
MD,MARYLAND,2400390,Harford County Public Schools,00697,Havre de Grace High,240039000697,240039000697,Yes,19,Yes,61,108,1,1
MD,MARYLAND,2400390,Harford County Public Schools,00703,John Archer School,240039000703,240039000703,No,0,-9,0,0,0,0
MD,MARYLAND,2400390,Harford County Public Schools,00705,Joppatowne High,240039000705,240039000705,Yes,16,Yes,24,124,1,1
MD,MARYLAND,2400390,Harford County Public Schools,00710,North Harford High,240039000710,240039000710,Yes,22,Yes,84,234,1,1
MD,MARYLAND,2400390,Harford County Public Schools,01380,C. Milton Wright High,240039001380,240039001380,Yes,19,Yes,91,431,1,1
MD,MARYLAND,2400390,Harford County Public Schools,01638,Patterson Mill High School,240039001638,240039001638,Yes,18,Yes,87,180,1,1
MD,MARYLAND,2400420,Howard County Public Schools,00719,Atholton High,240042000719,240042000719,Yes,32,Yes,235,439,1,1
MD,MARYLAND,2400420,Howard County Public Schools,00722,Centennial High,240042000722,240042000722,Yes,35,Yes,314,633,1,1
MD,MARYLAND,2400420,Howard County Public Schools,00731,Glenelg High,240042000731,240042000731,Yes,31,Yes,231,441,1,1
MD,MARYLAND,2400420,Howard County Public Schools,00735,Hammond High,240042000735,240042000735,Yes,29,Yes,126,287,1,1
MD,MARYLAND,2400420,Howard County Public Schools,00738,Howard High,240042000738,240042000738,Yes,27,Yes,257,510,1,1
MD,MARYLAND,2400420,Howard County Public Schools,00743,Mount Hebron High,240042000743,240042000743,Yes,32,Yes,264,501,1,1
MD,MARYLAND,2400420,Howard County Public Schools,00745,Oakland Mills High,240042000745,240042000745,Yes,29,Yes,123,188,1,1
MD,MARYLAND,2400420,Howard County Public Schools,00762,Wilde Lake High,240042000762,240042000762,Yes,29,Yes,114,223,1,1
MD,MARYLAND,2400420,Howard County Public Schools,00816,River Hill High,240042000816,240042000816,Yes,30,Yes,282,550,1,1
MD,MARYLAND,2400420,Howard County Public Schools,00822,Long Reach High,240042000822,240042000822,Yes,30,Yes,130,288,1,1
MD,MARYLAND,2400420,Howard County Public Schools,01189,Homewood School,240042001189,240042001189,Yes,1,No,0,0,1,0
MD,MARYLAND,2400420,Howard County Public Schools,01200,Reservoir High,240042001200,240042001200,Yes,31,Yes,166,413,1,1
MD,MARYLAND,2400420,Howard County Public Schools,01415,Cedar Lane Special Center,240042001415,240042001415,No,0,-9,0,0,0,0
MD,MARYLAND,2400420,Howard County Public Schools,01437,Marriotts Ridge High,240042001437,240042001437,Yes,33,Yes,284,561,1,1
MD,MARYLAND,2400450,Kent County Public Schools,00768,Kent County High,240045000768,240045000768,Yes,10,Yes,10,77,1,1
MD,MARYLAND,2400480,Montgomery County Public Schools,00496,Stephen Knolls School,240048000496,240048000496,No,0,-9,0,0,0,0
MD,MARYLAND,2400480,Montgomery County Public Schools,00773,Albert Einstein High,240048000773,240048000773,Yes,25,Yes,57,601,1,1
