LEA_STATE_x,LEA_STATE_NAME_x,LEAID_x,LEA_NAME_x,SCHID_x,SCH_NAME_x,COMBOKEY_x,Special_ed_schl_new,Magnet_schl_new,Charter_Schl_new,Alternate_schl_new,NCESSCH,LEVEL,Total_enroll_students,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,FTE_teachers_count,SalaryforTeachers,Total_SAT_ACT_students,SCH_IBENR_IND_new,Total_IB_students,SCH_APENR_IND_new,SCH_APCOURSES,SCH_APOTHENR_IND_new,Total_AP_other_students,Total_students_tookAP
MT,MONTANA,3009930,Ennis K-12 Schools,00277,Ennis High School,300993000277,0,0,0,0,300993000277,High,110.0,13.0,13.0,0.0,11.0,502134.77,30.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3010170,Fairfield H S,00281,Fairfield High School,301017000281,0,0,0,0,301017000281,High,104.0,27.0,27.0,0.0,27.0,597755.54,33.0,0.0,-18.0,1.0,4.0,1.0,1.0,3.0
MT,MONTANA,3010290,Fairview H S,00284,Fairview High School,301029000284,0,0,0,0,301029000284,High,112.0,11.57,11.57,0.0,11.57,499422.0,28.0,0.0,-18.0,1.0,1.0,0.0,-18.0,3.0
MT,MONTANA,3010530,Fergus H S,00287,Fergus High School,301053000287,0,0,0,0,301053000287,High,348.0,27.52,26.52,1.0,26.65,1156564.37,114.0,0.0,-18.0,1.0,7.0,1.0,37.0,49.0
MT,MONTANA,3011100,Florence-Carlton K-12 Schls,00301,Florence-Carlton HS,301110000301,0,0,0,0,301110000301,High,237.0,25.0,25.0,0.0,20.5,1002647.0,56.0,0.0,-18.0,1.0,6.0,1.0,24.0,24.0
MT,MONTANA,3011190,Forsyth H S,00304,Forsyth High School,301119000304,0,0,0,0,301119000304,High,107.0,9.76,9.09,0.67,9.76,444772.22,25.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3011260,Fort Benton H S,00307,Fort Benton High School,301126000307,0,0,0,0,301126000307,High,143.0,12.71,12.71,0.0,12.71,428833.0,20.0,0.0,-18.0,1.0,1.0,0.0,-18.0,0.0
MT,MONTANA,3011460,Frazer H S,00311,Frazer High School,301146000311,0,0,0,0,301146000311,High,142.0,18.0,18.0,0.0,11.0,495071.0,6.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3011520,Frenchtown K-12 Schools,00313,Frenchtown High School,301152000313,0,0,0,0,301152000313,High,414.0,29.95,29.95,0.0,26.95,1325431.4,95.0,0.0,-18.0,1.0,14.0,1.0,62.0,89.0
MT,MONTANA,3011580,Froid H S,00315,Froid High School,301158000315,0,0,0,0,301158000315,High,26.0,6.5,6.25,0.25,6.0,252000.0,7.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3011650,Fromberg K-12,00317,Fromberg High School,301165000317,0,0,0,0,301165000317,High,32.0,7.0,7.0,0.0,7.0,230884.0,11.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3011850,Gardiner H S,00322,Gardiner High School,301185000322,0,0,0,0,301185000322,High,67.0,10.3,10.3,0.0,10.3,742782.0,17.0,0.0,-18.0,1.0,4.0,1.0,20.0,19.0
MT,MONTANA,3011880,Garfield County H S,00323,Garfield Co Dist HS,301188000323,0,0,0,0,301188000323,High,43.0,6.8,6.8,0.0,6.8,190000.0,6.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3012210,Geraldine K-12,00333,Geraldine High School,301221000333,0,0,0,0,301221000333,High,25.0,5.0,5.0,0.0,5.0,150000.0,12.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3012300,Geyser H S,00335,Geyser High School,301230000335,0,0,0,0,301230000335,High,19.0,5.0,5.0,0.0,4.0,94269.0,4.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3012420,Glasgow K-12 Schools,00343,Glasgow High School,301242000343,0,0,0,0,301242000343,High,261.0,24.0,24.0,0.0,17.0,801365.0,67.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3012840,Philipsburg K-12 Schools,00349,Granite High School,301284000349,0,0,0,0,301284000349,High,44.0,19.0,19.0,0.0,11.0,239224.54,15.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3012990,Grass Range H S,00352,Grass Range High School,301299000352,0,0,0,0,301299000352,High,19.0,5.5,5.5,0.0,4.09,131380.37,6.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3013050,Great Falls H S,00379,C M Russell High School,301305000379,0,0,0,0,301305000379,High,1424.0,91.25,91.25,0.0,91.25,5145433.98,366.0,0.0,-18.0,1.0,8.0,1.0,164.0,96.0
MT,MONTANA,3013050,Great Falls H S,00380,Great Falls High School,301305000380,0,0,0,0,301305000380,High,1470.0,97.45,97.45,0.0,97.45,5252584.15,338.0,0.0,-18.0,1.0,7.0,1.0,140.0,45.0
MT,MONTANA,3013260,Hamilton K-12 Schools,00389,Hamilton High School,301326000389,0,0,0,0,301326000389,High,486.0,34.0,34.0,0.0,33.67,1695579.67,114.0,0.0,-18.0,1.0,13.0,1.0,48.0,67.0
MT,MONTANA,3013340,Hardin H S,00397,Hardin High School,301334000397,0,0,0,0,301334000397,High,508.0,37.5,37.5,0.0,26.0,1473183.48,99.0,0.0,-18.0,1.0,6.0,1.0,101.0,101.0
MT,MONTANA,3013400,Harlem HS,00400,Harlem High School,301340000400,0,0,0,0,301340000400,High,138.0,13.56,12.68,0.88,9.01,395537.86,26.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3013470,Harlowton H S,00402,Harlowton High School,301347000402,0,0,0,0,301347000402,High,71.0,10.0,10.0,0.0,10.0,367000.0,16.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3013530,Harrison K-12 Schools,00404,Harrison High School,301353000404,0,0,0,0,301353000404,High,31.0,5.47,5.24,0.23,5.47,180815.0,6.0,0.0,-18.0,1.0,1.0,0.0,-18.0,2.0
MT,MONTANA,3013590,Havre H S,00411,Havre High School,301359000411,0,0,0,0,301359000411,High,541.0,39.64,39.64,0.0,37.27,1778621.25,140.0,0.0,-18.0,1.0,6.0,1.0,47.0,38.0
MT,MONTANA,3013660,Hays-Lodge Pole K-12 Schls,00413,Hays-Lodge Pole High Sch,301366000413,0,0,0,0,301366000413,High,80.0,9.16,9.16,0.0,7.66,312001.66,19.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3013830,Helena H S,00429,Capital High School,301383000429,0,0,0,0,301383000429,High,1420.0,92.5,92.5,0.0,102.4,6718822.18,327.0,0.0,-18.0,1.0,11.0,1.0,233.0,197.0
MT,MONTANA,3013830,Helena H S,00430,Helena High School,301383000430,0,1,0,0,301383000430,High,1560.0,103.75,103.75,0.0,109.66,7195286.78,421.0,0.0,-18.0,1.0,12.0,1.0,304.0,233.0
MT,MONTANA,3014070,Highwood K-12,00437,Highwood High School,301407000437,0,0,0,0,301407000437,High,19.0,3.96,3.96,0.0,3.96,158252.81,5.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3014370,Hinsdale H S,00444,Hinsdale High School,301437000444,0,0,0,0,301437000444,High,22.0,13.0,13.0,0.0,13.0,421605.0,7.0,0.0,-18.0,1.0,1.0,1.0,1.0,0.0
MT,MONTANA,3014430,Hobson K-12 Schools,00446,Hobson High School,301443000446,0,0,0,0,301443000446,High,36.0,5.0,5.0,0.0,5.0,154300.0,10.0,0.0,-18.0,1.0,1.0,1.0,7.0,6.0
MT,MONTANA,3014640,Hot Springs K-12,00449,Hot Springs High School,301464000449,0,0,0,0,301464000449,High,63.0,7.0,7.0,0.0,7.0,298450.75,14.0,0.0,-18.0,1.0,2.0,1.0,2.0,3.0
MT,MONTANA,3014700,Huntley Project K-12 Schools,00452,Huntley Project High Schl,301470000452,0,0,0,0,301470000452,High,260.0,19.0,19.0,0.0,18.0,900226.0,66.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3014760,Hysham K-12 Schools,00454,Hysham High School,301476000454,0,0,0,0,301476000454,High,12.0,5.0,5.0,0.0,2.0,75519.42,1.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3015120,Jefferson H S,00461,Jefferson High School,301512000461,0,0,0,0,301512000461,High,255.0,18.0,18.0,0.0,18.0,893658.87,55.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3015260,Joliet School District #7,00464,Joliet High School,301526000464,1,0,0,0,301526000464,High,109.0,11.0,11.0,0.0,11.0,752127.0,23.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3015390,Judith Gap H S,00469,Judith Gap High School,301539000469,0,0,0,0,301539000469,High,12.0,8.0,8.0,0.0,8.0,286299.86,3.0,0.0,-18.0,1.0,5.0,1.0,6.0,0.0
MT,MONTANA,3015420,Flathead H S,00358,Glacier High School,301542000358,0,0,0,0,301542000358,High,1310.0,83.4,83.4,0.0,80.4,4969060.0,314.0,0.0,-18.0,1.0,13.0,1.0,201.0,182.0
MT,MONTANA,3015420,Flathead H S,00470,Flathead High School,301542000470,0,0,0,0,301542000470,High,1424.0,109.1,109.1,0.0,101.1,6470103.0,346.0,1.0,495.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3016020,Lambert H S,00493,Lambert High School,301602000493,0,0,0,0,301602000493,High,36.0,6.93,6.93,0.0,6.93,284928.33,10.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3016230,Laurel H S,00501,Laurel High School,301623000501,0,0,0,0,301623000501,High,641.0,40.5,40.5,0.0,40.5,1852243.85,173.0,0.0,-18.0,1.0,7.0,1.0,99.0,40.0
MT,MONTANA,3016290,Lavina K-12 Schools,00503,Lavina High School,301629000503,0,0,0,0,301629000503,High,24.0,8.5,8.5,0.0,8.0,310493.0,6.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3016530,Libby K-12 Schools,00518,Libby High School,301653000518,0,0,0,0,301653000518,High,359.0,26.0,26.0,0.0,20.5,1146972.15,139.0,0.0,-18.0,1.0,4.0,1.0,88.0,56.0
MT,MONTANA,3016710,Lima K-12 Schools,00520,Lima High School,301671000520,0,0,0,0,301671000520,High,21.0,4.26,4.26,0.0,4.26,200416.22,3.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3016770,Lincoln County H S,00521,Lincoln Co High School,301677000521,0,0,0,0,301677000521,High,290.0,19.0,19.0,0.0,19.0,958921.18,72.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3016810,Lincoln K-12 Schools,00892,Lincoln High School,301681000892,0,0,0,0,301681000892,High,38.0,5.12,5.12,0.0,5.12,191610.73,10.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3017040,Lodge Grass H S,00534,Lodge Grass High School,301704000534,0,0,0,0,301704000534,High,131.0,9.3,8.3,1.0,9.3,532962.53,6.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3017580,Malta K-12 Schools,00546,Malta High School,301758000546,0,0,0,0,301758000546,High,136.0,14.96,14.96,0.0,14.96,767630.0,42.0,0.0,-18.0,1.0,2.0,1.0,7.0,8.0
MT,MONTANA,3017640,Manhattan High School,00548,Manhattan H S,301764000548,0,0,0,0,301764000548,High,256.0,19.26,19.26,0.0,19.02,1013745.24,56.0,0.0,-18.0,1.0,3.0,1.0,19.0,22.0
MT,MONTANA,3018170,Medicine Lake K-12 Schools,00552,Medicine Lake High School,301817000552,0,0,0,0,301817000552,High,118.0,16.25,16.25,0.0,16.25,722009.24,1.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3018270,Melstone H S,00555,Melstone High School,301827000555,0,0,0,0,301827000555,High,31.0,6.0,6.0,0.0,6.0,250000.0,7.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3018900,Moore H S,00589,Moore High School,301890000589,0,0,0,0,301890000589,High,30.0,5.0,5.0,0.0,5.0,210000.0,6.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3019170,Nashua K-12 Schools,00594,Nashua High School,301917000594,0,0,0,0,301917000594,High,28.0,4.5,4.5,0.0,4.5,88019.0,8.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3019500,Noxon H S,00600,Noxon High School,301950000600,0,0,0,0,301950000600,High,64.0,7.7,7.7,0.0,7.7,342830.0,15.0,0.0,-18.0,1.0,1.0,0.0,-18.0,0.0
MT,MONTANA,3019740,Opheim K-12 Schools,00603,Opheim High School,301974000603,0,0,0,0,301974000603,High,34.0,9.0,9.0,0.0,9.0,347313.56,2.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3020070,Park City H S,00610,Park City High School,302007000610,0,0,0,0,302007000610,High,93.0,8.42,8.42,0.0,7.82,298093.72,29.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3020100,Park H S,00611,Park High School,302010000611,0,0,0,0,302010000611,High,449.0,35.52,35.52,0.0,35.1,1921734.59,126.0,0.0,-18.0,1.0,5.0,1.0,32.0,57.0
MT,MONTANA,3020850,Plains K-12,00623,Plains High School,302085000623,0,0,0,0,302085000623,High,118.0,11.4,11.4,0.0,11.4,640489.2,19.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3020960,Plentywood K-12 Schools,00626,Plentywood High School,302096000626,0,0,0,0,302096000626,High,85.0,12.0,12.0,0.0,12.0,600000.0,22.0,0.0,-18.0,1.0,1.0,1.0,14.0,12.0
MT,MONTANA,3021000,Plevna K-12 Schools,00628,Plevna High School,302100000628,0,0,0,0,302100000628,High,9.0,7.0,7.0,0.0,7.0,284552.0,2.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3021090,Polson H S,00633,Polson High School,302109000633,0,0,0,0,302109000633,High,471.0,34.33,34.33,0.0,35.0,1984021.0,113.0,0.0,-18.0,1.0,7.0,1.0,36.0,28.0
MT,MONTANA,3021270,Poplar H S,00638,Poplar High School,302127000638,0,0,0,0,302127000638,High,221.0,22.0,22.0,0.0,20.0,927110.0,38.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3021450,Powell County H S,00641,Powell County High School,302145000641,0,0,0,0,302145000641,High,195.0,19.0,19.0,0.0,18.0,871453.0,40.0,0.0,-18.0,1.0,1.0,0.0,-18.0,6.0
MT,MONTANA,3021540,Power H S,00644,Power High School,302154000644,0,0,0,0,302154000644,High,35.0,5.5,5.5,0.0,5.5,300000.0,13.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3021900,Rapelje H S,00650,Rapelje High School,302190000650,0,0,0,0,302190000650,High,22.0,4.83,4.83,0.0,4.83,183357.25,3.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3022110,Red Lodge H S,00655,Red Lodge High School,302211000655,0,0,0,0,302211000655,High,162.0,16.0,16.0,0.0,16.0,722823.94,48.0,0.0,-18.0,1.0,2.0,1.0,36.0,24.0
MT,MONTANA,3022260,Reed Point H S,00657,Reed Point High School,302226000657,0,0,0,0,302226000657,High,23.0,5.27,5.27,0.0,5.27,170867.0,4.0,0.0,-18.0,1.0,1.0,0.0,-18.0,1.0
MT,MONTANA,3022410,Richey H S,00660,Richey High School,302241000660,0,0,0,0,302241000660,High,28.0,5.0,5.0,0.0,5.0,180253.0,8.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3022710,Roberts K-12 Schools,00665,Roberts High School,302271000665,0,0,0,0,302271000665,High,33.0,4.0,3.25,0.75,4.0,120000.0,13.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3022800,Ronan H S,00670,Ronan High School,302280000670,0,0,0,0,302280000670,High,348.0,25.0,25.0,0.0,21.0,1032683.1,56.0,0.0,-18.0,1.0,4.0,1.0,25.0,23.0
MT,MONTANA,3022920,Rosebud K-12,00672,Rosebud High School,302292000672,0,0,0,0,302292000672,High,35.0,4.0,4.0,0.0,4.0,240450.0,9.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3023070,Roundup High School,00675,Roundup H S,302307000675,0,0,0,0,302307000675,High,166.0,21.0,21.0,0.0,14.03,651572.0,40.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3023160,Roy K-12 Schools,00677,Roy High School,302316000677,0,0,0,0,302316000677,High,14.0,4.7,4.7,0.0,3.0,109000.0,4.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3023340,Ryegate K-12 Schools,00681,Ryegate High School,302334000681,0,0,0,0,302334000681,High,16.0,6.5,6.5,0.0,6.5,211311.86,10.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3023400,Saco H S,00683,Saco High School,302340000683,0,0,0,0,302340000683,High,19.0,4.1,4.1,0.0,4.1,75000.0,8.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3023550,Savage H S,00686,Savage High School,302355000686,0,0,0,0,302355000686,High,28.0,5.0,5.0,0.0,5.0,249437.46,15.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3023670,Scobey K-12 Schools,00688,Scobey High School,302367000688,0,0,0,0,302367000688,High,85.0,9.0,9.0,0.0,9.0,481229.9,21.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3023910,Shelby H S,00694,Shelby High School,302391000694,0,0,0,0,302391000694,High,115.0,16.0,16.0,0.0,16.0,927727.48,37.0,0.0,-18.0,1.0,3.0,1.0,29.0,0.0
MT,MONTANA,3023970,Shepherd H S,00696,Shepherd High School,302397000696,0,0,0,0,302397000696,High,258.0,21.0,21.0,0.0,21.0,908556.67,58.0,0.0,-18.0,1.0,2.0,1.0,11.0,11.0
MT,MONTANA,3024180,Sheridan H S,00698,Sheridan High School,302418000698,0,0,0,0,302418000698,High,57.0,8.82,8.82,0.0,8.82,399897.0,19.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3024230,Sidney H S,00702,Sidney High School,302423000702,0,0,0,0,302423000702,High,389.0,31.0,31.0,0.0,25.49,1300317.23,94.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3024930,St Regis K-12 Schools,00715,St Regis High School,302493000715,0,0,0,0,302493000715,High,41.0,6.29,6.29,0.0,6.29,238172.54,9.0,0.0,-18.0,1.0,6.0,1.0,7.0,10.0
MT,MONTANA,3024990,Stanford K-12 Schools,00717,Stanford High School,302499000717,0,0,0,0,302499000717,High,40.0,4.4,4.4,0.0,4.4,140637.2,6.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3025050,Stevensville H S,00720,Stevensville High School,302505000720,0,0,0,0,302505000720,High,366.0,21.0,21.0,0.0,21.0,1002775.82,85.0,0.0,-18.0,1.0,10.0,1.0,56.0,66.0
MT,MONTANA,3025140,Centerville H S,00722,Centerville High School,302514000722,0,0,0,0,302514000722,High,58.0,7.0,7.0,0.0,7.0,285304.0,16.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3025320,Sunburst K-12 Schools,00726,Sunburst High School,302532000726,0,0,0,0,302532000726,High,52.0,6.73,6.73,0.0,6.5,291000.0,19.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3025470,Superior K-12 Schools,00729,Superior High School,302547000729,0,0,0,0,302547000729,High,81.0,13.0,13.0,0.0,8.5,341742.07,2.0,0.0,-18.0,1.0,1.0,1.0,8.0,8.0
MT,MONTANA,3025560,Sweet Grass County H S,00732,Sweet Grass Co High Schl,302556000732,0,0,0,0,302556000732,High,161.0,14.85,14.85,0.0,14.85,801230.0,33.0,0.0,-18.0,1.0,5.0,1.0,19.0,25.0
MT,MONTANA,3025950,Terry K-12 Schools,00736,Terry High School,302595000736,0,0,0,0,302595000736,High,45.0,10.0,9.0,1.0,8.0,346664.0,15.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3026100,Thompson Falls H S,00738,Thompson Falls High Schl,302610000738,0,0,0,0,302610000738,High,176.0,11.5,11.5,0.0,11.5,453829.5,64.0,0.0,-18.0,1.0,2.0,1.0,15.0,15.0
MT,MONTANA,3026190,Three Forks H S,00741,Three Forks High School,302619000741,0,0,0,0,302619000741,High,195.0,13.0,13.0,0.0,13.0,653826.11,39.0,0.0,-18.0,1.0,4.0,1.0,25.0,22.0
MT,MONTANA,3026730,Twin Bridges K-12 Schools,00753,Twin Bridges High School,302673000753,0,0,0,0,302673000753,High,88.0,8.75,8.75,0.0,8.75,1334825.96,21.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3027090,Valier H S,00759,Valier High School,302709000759,0,0,0,0,302709000759,High,55.0,9.0,9.0,0.0,9.0,334148.41,13.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3027270,Victor K-12 Schools,00763,Victor High School,302727000763,0,0,0,0,302727000763,High,117.0,9.0,9.0,0.0,9.0,450000.0,32.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3027630,West Yellowstone K-12,00769,West Yellowstone HS,302763000769,0,0,0,0,302763000769,High,73.0,5.57,4.32,1.25,5.57,274539.0,11.0,0.0,-18.0,1.0,1.0,1.0,1.0,1.0
MT,MONTANA,3027730,Westby K-12 Schools,00771,Westby High School,302773000771,0,0,0,0,302773000771,High,19.0,4.9,3.3,1.6,4.9,187441.0,2.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3027790,Whitefish H S,00775,Whitefish High School,302779000775,0,0,0,0,302779000775,High,506.0,42.0,42.0,0.0,37.55,1748398.0,126.0,0.0,-18.0,1.0,7.0,1.0,81.0,70.0
MT,MONTANA,3027840,Whitehall H S,00778,Whitehall High School,302784000778,0,0,0,0,302784000778,High,136.0,9.88,9.88,0.0,9.88,416198.44,36.0,0.0,-18.0,1.0,2.0,1.0,5.0,5.0
MT,MONTANA,3027930,Whitewater K-12 Schools,00780,Whitewater High School,302793000780,0,0,0,0,302793000780,High,8.0,5.0,5.0,0.0,5.0,236674.0,1.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3028020,Wibaux K-12 Schools,00783,Wibaux High School,302802000783,0,0,0,0,302802000783,High,43.0,8.0,8.0,0.0,5.2,354534.3,10.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3028170,Willow Creek H S,00786,Willow Creek High School,302817000786,0,0,0,0,302817000786,High,5.0,2.73,2.73,0.0,2.38,86843.38,3.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3028380,Winifred K-12 Schools,00790,Winifred High School,302838000790,0,0,0,0,302838000790,High,40.0,5.0,5.0,0.0,5.0,200000.0,9.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3028470,Winnett K-12 Schools,00792,Winnett High School,302847000792,0,0,0,0,302847000792,High,31.0,8.0,8.0,0.0,5.75,149709.46,11.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3028620,Wolf Point H S,00799,Wolf Point High School,302862000799,0,0,0,0,302862000799,High,222.0,16.0,16.0,0.0,16.0,900734.0,54.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
MT,MONTANA,3028770,White Sulphur Spgs K-12,00803,White Sulphur Springs HS,302877000803,0,0,0,0,302877000803,High,58.0,8.26,8.26,0.0,8.26,306169.64,1.0,0.0,-18.0,1.0,14.0,1.0,3.0,0.0
MT,MONTANA,3028911,Rocky Boy H S,01086,Rocky Boy High School,302891101086,0,0,0,0,302891101086,High,134.0,11.65,11.65,0.0,11.65,257006.83,4.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
NE,NEBRASKA,3100002,DAVID CITY PUBLIC SCHOOLS,00192,DAVID CITY SECONDARY SCHOOL,310000200192,0,0,0,0,310000200192,High,271.0,29.0,29.0,0.0,24.28,1269262.87,109.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
NE,NEBRASKA,3100003,EAST BUTLER PUBLIC SCHOOLS,00918,HIGH SCHOOL AT BRAINARD,310000300918,0,0,0,0,310000300918,High,148.0,16.0,16.0,0.0,16.0,169250.0,18.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
NE,NEBRASKA,3100006,WEST POINT PUBLIC SCHOOLS,01707,WEST POINT-BEEMER HIGH SCHOOL,310000601707,0,0,0,0,310000601707,High,271.0,28.0,28.0,0.0,20.63,1321615.0,101.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
NE,NEBRASKA,3100008,WISNER-PILGER PUBLIC SCHOOLS,01734,WISNER-PILGER HIGH SCHOOL,310000801734,0,0,0,0,310000801734,High,188.0,22.32,22.32,0.0,21.82,1388644.14,51.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
NE,NEBRASKA,3100010,ANSELMO-MERNA PUBLIC SCHOOLS,00022,ANSELMO-MERNA HIGH SCHOOL,310001000022,0,0,0,0,310001000022,High,113.0,9.5,9.5,0.0,9.5,1063554.0,35.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
NE,NEBRASKA,3100011,BROKEN BOW PUBLIC SCHOOLS,00103,BROKEN BOW HIGH SCHOOL,310001100103,0,0,0,0,310001100103,High,232.0,19.66,19.66,0.0,19.66,1499621.64,51.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
NE,NEBRASKA,3100015,CAMBRIDGE PUBLIC SCHOOLS,00122,CAMBRIDGE HIGH SCHOOL,310001500122,0,0,0,0,310001500122,High,109.0,11.0,11.0,0.0,10.17,456214.0,31.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
NE,NEBRASKA,3100016,GRAND ISLAND PUBLIC SCHOOLS,01023,GRAND ISLAND SENIOR HIGH SCHOOL,310001601023,0,0,0,0,310001601023,High,2682.0,164.71,164.71,0.0,164.71,8949361.41,534.0,0.0,-18.0,1.0,13.0,1.0,364.0,226.0
NE,NEBRASKA,3100018,WAUNETA-PALISADE PUBLIC SCHS,00059,WAUNETA-PALISADE HIGH SCHOOL,310001800059,0,0,0,0,310001800059,High,64.0,9.0,9.0,0.0,9.0,404284.8,15.0,0.0,-18.0,1.0,8.0,1.0,7.0,0.0
NE,NEBRASKA,3100020,EWING PUBLIC SCHOOLS,00943,EWING HIGH SCHOOL,310002000943,0,0,0,0,310002000943,High,57.0,9.0,9.0,0.0,9.0,555859.17,7.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
